,detail_trajectory,edit_hope_trajectory,edit_resume_trajectory,edit_scout_trajectory,else_trajectory,entry_trajectory,login_trajectory,mypage_consider_trajectory,mypage_index_trajectory,mypage_scout_trajectory,register_trajectory,search_city_trajectory,search_hello_trajectory,search_multi_trajectory,search_other_trajectory,search_pref_trajectory,search_user_trajectory,voice_compa_trajectory,detail_hit,edit_hope_hit,edit_resume_hit,edit_scout_hit,else_hit,entry_hit,login_hit,mypage_consider_hit,mypage_index_hit,mypage_scout_hit,register_hit,search_city_hit,search_hello_hit,search_multi_hit,search_other_hit,search_pref_hit,search_user_hit,voice_compa_hit,detail_stay,edit_hope_stay,edit_resume_stay,edit_scout_stay,else_stay,entry_stay,login_stay,mypage_consider_stay,mypage_index_stay,mypage_scout_stay,register_stay,search_city_stay,search_hello_stay,search_multi_stay,search_other_stay,search_pref_stay,search_user_stay,voice_compa_stay,landing_page_type_encode,pref_id_encode,occupation_id_encode,os_encode,mail_domain_type_encode,age_encode
0,0.6745927636712027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760355541609229,0.0,0.0,0.43830008766791906,0.0,0.0,0.5979353672983495,0.0,0.37999610503270115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.19999999999999998,0.0,0.0,0.11700156175944482,0.0,0.5459855417743226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3787533984777596,0.0,0.0,0.7500707003938475,0.0,0.0,0.3546989226892919,0.0,0.3170086868941206,0.4191711866916109,0.2107893242475866,0.16613760589041868,1.0,0.48807785888077854
1,0.6817746155661202,0.0,0.0,0.0,0.3340790208229679,0.6511489599185152,0.0,0.0,0.706881299457519,0.0,0.5843464532765911,0.0,0.0,0.0,0.3352171894591115,0.0,0.623676553570543,0.0,0.20075985896564308,0.20184908658209985,0.0,0.0,0.24930295476504674,0.24728753738280387,0.0,0.0,0.14893706185882832,0.0,0.16666666666666663,0.0,0.0,0.0,0.15366188628986424,0.0,0.18544308791453049,0.0,0.32498359290059103,0.2626922542440065,0.0,0.0,0.2799138477820218,0.3204231385181674,0.0,0.0,0.18975033785770984,0.0,0.24842474973801326,0.0,0.0,0.0,0.22742897459128938,0.0,0.31998654992527087,0.0,0.3354653818997383,0.31345115681233926,0.2107893242475866,0.16613760589041868,1.0,0.48807785888077854
2,0.655292049728406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4774677697450682,0.0,0.0,0.0,0.0,0.20075985896564308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.449183285379535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4107689875149476,0.0,0.0,0.0,0.0,0.3354653818997383,0.5095329487497352,0.2107893242475866,0.16613760589041868,1.0,0.48807785888077854
3,0.7518861005503649,0.5373189302685512,0.0,0.0,0.37814122593046595,0.5096430697065345,0.0,0.0,0.7198207422127172,0.0,0.0,0.0,0.0,0.7830659347685042,0.0,0.0,0.0,0.0,0.4822600136196577,0.20184908658209985,0.0,0.0,0.12465147738252337,0.156021065022225,0.0,0.0,0.23605965801383008,0.0,0.0,0.0,0.0,0.31699250014423125,0.0,0.0,0.0,0.0,0.5684023369027531,0.42178820907597464,0.0,0.0,0.2563683238311577,0.19056191740956918,0.0,0.0,0.38160709966447304,0.0,0.0,0.0,0.0,0.3763308602232292,0.0,0.0,0.0,0.0,0.3170086868941206,0.46246127480060645,0.2107893242475866,0.16613760589041868,1.0,0.48807785888077854
4,0.7885474395932132,0.0,0.0,0.0,0.38677746040136657,0.6768838984965598,0.0,0.0,0.7597033261884216,0.0,0.5623501936919711,0.0,0.0,0.6651164392988856,0.0,0.0,0.6972561257291229,0.0,0.4207732457519664,0.0,0.0,0.0,0.2894317674036976,0.24728753738280387,0.0,0.0,0.4468111855764849,0.0,0.26416041678685936,0.0,0.0,0.31699250014423125,0.0,0.0,0.35100468527833445,0.0,0.4750134503868538,0.0,0.0,0.0,0.3680456039517686,0.45087153452119877,0.0,0.0,0.5238636375413344,0.0,0.3362347190937889,0.0,0.0,0.47097893966552995,0.0,0.0,0.5976525937592113,0.0,0.3170086868941206,0.5050742002026057,0.2107893242475866,0.16613760589041868,1.0,0.48807785888077854
5,0.7023672989276563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5493904741423156,0.0,0.0,0.7321558244029419,0.0,0.0,0.6433491139490543,0.0,0.37999610503270115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.19999999999999998,0.0,0.0,0.18544308791453049,0.0,0.39860725140947545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3212492085105609,0.0,0.0,0.13669740401370675,0.0,0.0,0.21958850820102982,0.0,0.3354653818997383,0.42512283050151356,0.2107893242475866,0.16613760589041868,1.0,0.48807785888077854
6,0.7132036733312671,0.0,0.0,0.0,0.37208989104095164,0.0,0.0,0.0,0.0,0.0,0.5699700406912753,0.0,0.0,0.6017628599165595,0.0,0.34725311562444316,0.6077556849698909,0.0,0.3274252273098768,0.0,0.0,0.0,0.1975679173107909,0.0,0.0,0.0,0.0,0.0,0.26416041678685936,0.0,0.0,0.31699250014423125,0.0,0.2903163939832937,0.18544308791453049,0.0,0.3530164377474538,0.0,0.0,0.0,0.29636490739779175,0.0,0.0,0.0,0.0,0.0,0.32717908129804213,0.0,0.0,0.346325123227405,0.0,0.2709659477564145,0.32777475712962695,0.0,0.3354653818997383,0.1840518093731461,0.2107893242475866,0.16613760589041868,1.0,0.48807785888077854
7,0.82439068924378,0.0,0.8081955069560098,0.0,0.4038908345179568,0.6682575280134122,0.0,0.0,0.7423365580438319,0.7111903425126659,0.0,0.0,0.0,0.0,0.35146014055461483,0.35765294107227635,0.6032780921985659,0.0,0.5281850862755199,0.0,0.4116248176959058,0.0,0.4312232621669533,0.31204213004445,0.0,0.0,0.4181191936861795,0.4109636766051358,0.16666666666666663,0.0,0.0,0.0,0.15366188628986424,0.1831692509136336,0.23400312351888963,0.0,0.4912883042371677,0.0,0.5578356369683627,0.0,0.4850097540734283,0.44173499431662483,0.0,0.0,0.5256483897042475,0.540063192518169,0.41635335017026676,0.0,0.0,0.0,0.3696682903936188,0.5121984023285219,0.5362173240381575,0.0,0.3354653818997383,0.671032266928426,0.3367960634226353,0.16613760589041868,1.0,0.48807785888077854
8,0.7614321503362443,0.0,0.0,0.0,0.3607423384075692,0.646948126230097,0.0,0.0,0.5583963853496577,0.5323440567747737,0.40684109797714674,0.0,0.0,0.6554883969188275,0.7249488674055902,0.0,0.6436043763237718,0.0,0.46871755993397385,0.0,0.0,0.0,0.24930295476504674,0.156021065022225,0.0,0.0,0.14893706185882832,0.1882858481920837,0.16666666666666663,0.0,0.0,0.19999999999999998,0.3073237725797285,0.0,0.23400312351888963,0.0,0.7097103918606851,0.0,0.0,0.0,0.9492463865357859,0.3566499578643258,0.0,0.0,0.3287399481121225,0.41250551684774944,0.5094137495272025,0.0,0.0,0.4755012557216269,0.639385976156928,0.0,0.4406834114865976,0.0,0.3105398457583547,0.5095329487497352,0.3367960634226353,0.16613760589041868,1.0,0.48807785888077854
9,0.7399782832911992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49452559485684183,0.0,0.0,0.0,0.0,0.5803315974752428,0.0,0.0,0.5539045401571309,0.0,0.40151971793128616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14893706185882832,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.18544308791453049,0.0,0.5936506864999403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26292221884472317,0.0,0.0,0.0,0.0,0.5899588132543316,0.0,0.0,0.361237308497724,0.0,0.3170086868941206,0.46246127480060645,0.3367960634226353,0.16613760589041868,1.0,0.48807785888077854
10,0.7568420795515473,0.0,0.0,0.0,0.340253423818829,0.0,0.0,0.0,0.5761168311888484,0.6880109965233064,0.5982883022894016,0.0,0.0,0.0,0.5492016625119567,0.0,0.0,0.0,0.4207732457519664,0.0,0.0,0.0,0.32221939469331423,0.0,0.0,0.0,0.14893706185882832,0.3070809919929079,0.26416041678685936,0.0,0.0,0.0,0.2435483275595132,0.0,0.0,0.0,0.43271926477321565,0.0,0.0,0.0,0.4118412559947463,0.0,0.0,0.0,0.28776618382053387,0.41330852697339837,0.33449831529186475,0.0,0.0,0.0,0.32998991394857585,0.0,0.0,0.0,0.3040473840078973,0.3092835817252936,0.3367960634226353,0.16613760589041868,1.0,0.48807785888077854
11,0.6643643272987741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566506309928577,0.0,0.0,0.0,0.5738477891927719,0.0,0.4375756070604199,0.0,0.25333073668846745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.2435483275595132,0.0,0.11700156175944482,0.0,0.37780705844007456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34749647572007514,0.0,0.0,0.0,0.3907289125181118,0.0,0.3067895182868207,0.0,0.3170086868941206,0.4191711866916109,0.3199856669354117,0.16613760589041868,1.0,0.48807785888077854
12,0.6382634574182571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909060467654131,0.0,0.0,0.0,0.5917990935091306,0.0,0.0,0.0,0.20075985896564308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.15366188628986424,0.0,0.0,0.0,0.3259489664514244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45875640669560924,0.0,0.0,0.0,0.4683745492192851,0.0,0.0,0.0,0.3442234848484849,0.4609423376428423,0.17077175697865354,0.16613760589041868,1.0,0.48807785888077854
13,0.7346025960871108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6900779909796397,0.0,0.5815209239606001,0.0,0.0,0.7466195385120122,0.0,0.0,0.0,0.0,0.35559464527542395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14893706185882832,0.0,0.16666666666666663,0.0,0.0,0.31699250014423125,0.0,0.0,0.0,0.0,0.46205005514718483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2744538697858534,0.0,0.23830140796497493,0.0,0.0,0.36556522025580995,0.0,0.0,0.0,0.0,0.3354653818997383,0.4191711866916109,0.33557046979865773,0.16613760589041868,1.0,0.48807785888077854
14,0.680468920844154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5033107370341656,0.0,0.0,0.7417619621914403,0.0,0.0,0.0,0.0,0.2941078774077326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26416041678685936,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.3842368767460998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4070718277113189,0.0,0.0,0.3418927329315109,0.0,0.0,0.0,0.0,0.3354653818997383,0.29558308015891555,0.33557046979865773,0.16613760589041868,1.0,0.48807785888077854
15,0.6999644312421914,0.0,0.0,0.0,0.0,0.0,0.501847745583027,0.0,0.7514811896301011,0.0,0.571845581875599,0.0,0.0,0.7345798530996469,0.0,0.0,0.5216357258052254,0.0,0.43819018023638195,0.0,0.0,0.0,0.0,0.0,0.19823986317056055,0.0,0.29787412371765665,0.0,0.16666666666666663,0.0,0.0,0.19999999999999998,0.0,0.0,0.11700156175944482,0.0,0.4365337700638431,0.0,0.0,0.0,0.0,0.0,0.12127430201968364,0.0,0.33249528325967903,0.0,0.3428494486113981,0.0,0.0,0.19556977147189802,0.0,0.0,0.369625533256297,0.0,0.3354653818997383,0.27494281723781955,0.14497920380273324,0.16613760589041868,1.0,0.48807785888077854
