,detail_trajectory,edit_hope_trajectory,edit_resume_trajectory,edit_scout_trajectory,login_trajectory,mypage_consider_trajectory,mypage_index_trajectory,mypage_scout_trajectory,register_trajectory,search_city_trajectory,search_hello_trajectory,search_multi_trajectory,search_other_trajectory,search_pref_trajectory,search_user_trajectory,voice_compa_trajectory,detail_hit,edit_hope_hit,edit_resume_hit,edit_scout_hit,login_hit,mypage_consider_hit,mypage_index_hit,mypage_scout_hit,register_hit,search_city_hit,search_hello_hit,search_multi_hit,search_other_hit,search_pref_hit,search_user_hit,voice_compa_hit,detail_stay,edit_hope_stay,edit_resume_stay,edit_scout_stay,login_stay,mypage_consider_stay,mypage_index_stay,mypage_scout_stay,register_stay,search_city_stay,search_hello_stay,search_multi_stay,search_other_stay,search_pref_stay,search_user_stay,voice_compa_stay,landing_page_type_encode,pref_id_encode,occupation_id_encode,os_encode,mail_domain_type_encode,age_encode
0,13.849627886358485,10.596559730283433,12.239014069764316,11.955140287108426,8.966483779064431,12.030015426735902,10.888202994524125,12.686227699269782,11.828166769038486,13.233124483585064,13.294631231335746,12.532649656922732,13.737870046040143,13.588067778197232,14.8089711980492,12.024880450766778,5.472270673671475,3.4339872044851463,4.727387818712341,4.3694478524670215,3.4965075614664802,3.6635616461296463,4.653960350157523,5.834810737062605,4.1588830833596715,3.6375861597263857,4.927253685157205,3.4657359027997265,4.51085950651685,3.784189633918261,5.924255797414532,3.295836866004329,13.366229916666615,9.128153700988236,11.43423933672659,7.655390644826152,11.431064438489908,11.236222896561456,11.579555547267992,11.372812460980152,11.634797905379102,12.438481144361193,13.618523181856325,11.77372697050429,12.457574278509409,11.571543368791895,11.68070851464306,9.494917629474484,0.5,0.29411764705882354,0.75,1.0,0.19212895730467616,0.29411764705882354
