member_id,landing_page_type,os,pref_id,occupation_id,age,mail_domain_type
2965367,detail_hello,,34,14,21,softbank
2965429,search_hello,,35,291,27,ezweb
2965498,search_hello,smartphone,13,289,44,icloud
2965685,search_hello,smartphone,1,14,20,docomo
2965747,detail_hello,,12,35,22,softbank
2965831,search_hello,smartphone,14,336,21,ezweb
2965935,detail_hello,,7,15,24,gmail
2966062,search_hello,,40,14,23,gmail
2966114,search_hello,smartphone,16,8,32,gmail
2966156,search_hello,smartphone,23,224,30,gmail
2966285,search_hello,smartphone,40,217,39,other
2966326,jobshil_post,,23,13,24,ezweb
2966522,search_hello,smartphone,2,226,21,icloud
2967110,search_hello,smartphone,8,4,21,gmail
2967397,search_hello,,27,4,41,gmail
2967754,search_hello,smartphone,21,1,20,gmail
2968072,search_hello,smartphone,15,1,24,docomo
2968122,search_hello,,1,2,40,softbank
2968461,detail,smartphone,13,278,19,other
2968475,search_hello,smartphone,11,15,24,docomo
2968533,search_hello,windows,20,224,37,other
2968698,search_hello,,27,40,20,icloud
2968813,detail,,17,260,26,softbank
2969006,hello,smartphone,6,367,23,gmail
2969043,detail,smartphone,10,18,21,icloud
2969268,jobshil_post,smartphone,14,1,23,gmail
2969354,search_hello,,34,330,28,yahoo
2970009,jobshil_post,smartphone,26,35,19,gmail
2970118,search_hello,,22,48,18,gmail
2970195,search_hello,smartphone,12,153,31,gmail
2970226,search_hello,smartphone,14,9,25,softbank
2970621,jobshil_post,smartphone,2,233,29,softbank
2970673,detail_hello,smartphone,13,233,24,other
2970677,search_hello,,47,18,35,other
2970772,search_hello,smartphone,44,220,30,gmail
2970949,search_hello,,47,99,19,gmail
2971162,search_hello,smartphone,26,265,38,gmail
2971261,,smartphone,26,40,42,other
2971536,search_hello,smartphone,25,226,25,icloud
2971572,search_hello,smartphone,1,319,21,icloud
2971621,detail,smartphone,27,49,17,icloud
2971809,search_hello,,11,275,29,docomo
2971965,detail_hello,smartphone,10,220,19,icloud
2972686,search_hello,smartphone,9,15,22,icloud
2972793,search_hello,,13,3,31,gmail
2973388,search_hello,,13,15,20,other
2973622,search_hello,smartphone,20,361,20,gmail
2973773,search_hello,smartphone,46,61,20,icloud
2973843,search_hello,smartphone,29,35,36,yahoo
2974008,detail_hello,smartphone,6,49,24,ezweb
2974431,search_hello,,13,177,47,other
2974565,search_hello,smartphone,43,14,38,softbank
2975176,jobshil_other,smartphone,27,142,24,gmail
2975490,detail,smartphone,34,5,30,ezweb
2975537,search_hello,smartphone,11,1,28,icloud
2975720,detail,smartphone,4,14,22,ezweb
2975806,search_hello,,14,35,22,ezweb
2975839,search_hello,smartphone,47,278,28,ezweb
2975894,search_hello,smartphone,4,329,23,icloud
2975907,search_hello,smartphone,1,230,40,gmail
2976366,detail,smartphone,34,226,42,gmail
2976395,search_hello,smartphone,13,214,23,gmail
2976437,search_hello,smartphone,13,17,20,softbank
2976677,search_hello,,22,338,49,icloud
2976916,jobshil_post,,14,14,23,other
2977008,search_custom,smartphone,7,8,28,other
2977089,search_hello,smartphone,13,2,23,gmail
2977131,search_hello,smartphone,37,48,20,yahoo
2977200,search_hello,smartphone,33,35,21,icloud
2977464,detail,smartphone,23,226,56,other
2977475,search_other,smartphone,43,300,25,softbank
2977779,detail,smartphone,34,50,41,gmail
2978048,search_hello,smartphone,16,219,18,icloud
2978150,search_hello,,12,323,26,other
2978191,detail_hello,windows,27,14,26,gmail
2978215,search_hello,smartphone,11,227,35,ezweb
2978301,search_company,smartphone,13,223,38,gmail
2978301,detail,smartphone,13,223,38,gmail
2978449,search_hello,smartphone,23,223,23,ezweb
2978925,search_hello,smartphone,13,152,20,icloud
2978981,jobshil_post,smartphone,1,220,20,icloud
2979052,detail_hello,Mac OSX,14,28,32,gmail
2979260,detail,,45,2,23,other
2979398,search_other,smartphone,7,142,29,ezweb
2979659,search_hello,,18,329,27,other
2979853,search_hello,smartphone,18,14,21,icloud
2979892,,,,,33,icloud
2979998,search_hello,smartphone,28,382,20,ezweb
2980014,search_hello,smartphone,13,2,41,gmail
2980658,detail,smartphone,12,226,23,icloud
2980878,search_hello,smartphone,33,35,24,yahoo
2982007,jobshil_post,,11,14,24,other
2982927,search_hello,smartphone,27,14,21,icloud
2984774,search_hello,,27,28,52,ezweb
2985214,search_hello,smartphone,14,12,25,softbank
2985383,jobshil_post,smartphone,13,172,22,gmail
2985452,search_hello,smartphone,8,367,30,gmail
2985885,search_hello,smartphone,24,343,45,gmail
2987235,search_other,smartphone,13,142,24,ezweb
2987664,jobshil_post,,34,228,38,gmail
2987697,detail,smartphone,14,16,58,gmail
2987995,detail,smartphone,13,15,25,softbank
2988473,search_hello,smartphone,6,139,21,gmail
2988532,search_hello,,13,1,21,yahoo
2988582,jobshil_post,smartphone,19,224,33,gmail
2988711,jobshil_post,smartphone,12,1,22,yahoo
2989174,detail,smartphone,16,229,27,ezweb
2989251,detail,smartphone,27,382,28,ezweb
2989255,search_company,,27,14,47,gmail
2991677,detail_hello,smartphone,13,14,25,softbank
2992548,jobshil_post,smartphone,28,40,34,gmail
2992847,detail,smartphone,13,1,47,gmail
2993260,search_hello,smartphone,26,99,25,other
2993627,detail,smartphone,10,198,25,yahoo
2993834,detail,smartphone,1,15,18,ezweb
2994283,jobshil_post,smartphone,44,26,27,ezweb
2994825,detail,smartphone,20,152,23,docomo
2965158,search_hello,smartphone,13,1,25,gmail
2965219,detail,,16,39,19,gmail
2965307,detail,,11,18,49,gmail
2965464,detail,smartphone,47,21,49,gmail
2965696,search_hello,smartphone,7,15,24,icloud
2965828,search_hello,smartphone,30,14,28,gmail
2966163,search_hello,,13,40,24,ezweb
2966241,search_hello,smartphone,40,343,38,ezweb
2966413,search_hello,smartphone,1,14,17,other
2966427,search_hello,smartphone,4,112,22,ezweb
2967060,register,smartphone,13,14,29,docomo
2967398,detail,smartphone,38,296,24,icloud
2967683,search_other,,47,14,25,gmail
2968274,,smartphone,13,20,54,other
2968315,search_hello,smartphone,11,96,30,icloud
2968326,search_hello,smartphone,10,27,37,icloud
2968383,search_multi,smartphone,13,343,49,docomo
2968481,search_hello,smartphone,19,152,24,gmail
2968522,search_hello,,13,14,36,gmail
2968705,detail,smartphone,24,40,21,icloud
2969237,search_hello,windows,12,191,24,icloud
2969271,detail,,22,3,31,gmail
2969279,search_hello,smartphone,12,15,24,ezweb
2969427,search_pref,,33,48,20,other
2969764,search_hello,smartphone,40,218,38,docomo
2969903,search_hello,,14,140,37,other
2969929,search_hello,smartphone,11,142,42,ezweb
2970212,detail,smartphone,19,382,25,docomo
2970286,detail,smartphone,26,324,25,other
2970420,detail,smartphone,13,191,20,docomo
2970825,search_hello,smartphone,34,93,51,gmail
2970840,detail_hello,smartphone,40,170,28,softbank
2970963,search_hello,smartphone,47,4,31,gmail
2971108,detail_hello,smartphone,33,227,43,docomo
2971130,search_hello,,13,14,25,icloud
2971137,search_hello,smartphone,11,35,23,gmail
2971155,search_hello,smartphone,14,145,20,softbank
2971323,search_hello,,40,323,24,icloud
2972053,search_hello,smartphone,2,334,29,docomo
2972108,detail,smartphone,10,112,42,icloud
2972433,search_hello,,40,15,22,icloud
2972455,search_hello,smartphone,13,40,23,gmail
2973003,detail,,36,14,26,docomo
2973232,jobshil_post,smartphone,3,10,39,gmail
2973718,,,22,264,19,softbank
2973856,search_hello,,7,221,27,icloud
2974364,jobshil_post,,47,18,38,gmail
2974574,search_hello,smartphone,13,14,24,softbank
2974778,search_other,smartphone,33,5,30,docomo
2975129,search_hello,smartphone,13,96,28,ezweb
2975175,jobshil_post,smartphone,8,99,25,ezweb
2975253,,smartphone,7,226,32,other
2975254,search_hello,smartphone,15,24,23,other
2975439,search_hello,,10,238,21,softbank
2975484,search_hello,smartphone,15,32,20,gmail
2975535,detail,smartphone,12,227,24,icloud
2975871,detail,smartphone,40,226,31,ezweb
2975973,search_hello,,5,14,29,softbank
2976093,search_hello,,22,197,24,gmail
2976102,search_hello,smartphone,13,82,32,gmail
2976141,search_hello,,22,14,24,softbank
2976325,search_hello,,10,13,43,docomo
2976603,search_hello,smartphone,30,343,26,docomo
2976669,search_hello,,13,213,48,ezweb
2976696,search_hello,windows,13,29,36,gmail
2976937,search_hello,smartphone,27,35,20,ezweb
2977198,search_hello,smartphone,27,146,22,icloud
2977438,search_hello,smartphone,29,14,39,softbank
2977605,detail,,15,2,19,icloud
2977717,search_hello,smartphone,11,46,24,gmail
2978400,search_hello,smartphone,37,152,21,gmail
2978557,search_hello,smartphone,34,191,23,gmail
2978924,search_hello,,8,358,40,docomo
2979025,search_hello,Mac OSX,33,368,46,gmail
2979141,search_hello,smartphone,29,95,20,icloud
2979367,jobshil_post,smartphone,26,99,22,other
2979390,search_hello,smartphone,19,14,23,yahoo
2979645,search_hello,smartphone,34,346,53,ezweb
2979811,search_hello,,20,317,20,docomo
2979828,detail,smartphone,26,48,22,docomo
2980413,search_hello,,13,112,20,gmail
2980469,jobshil_post,smartphone,14,14,34,other
2980653,search_hello,,1,369,43,yahoo
2980780,search_hello,smartphone,7,149,73,gmail
2980887,search_hello,smartphone,33,14,24,softbank
2980961,search_hello,smartphone,12,21,39,gmail
2981059,search_hello,smartphone,34,236,31,icloud
2981069,detail,smartphone,7,343,31,docomo
2981090,search_stati,smartphone,13,14,42,docomo
2981133,jobshil_post,smartphone,43,191,29,yahoo
2981387,search_hello,windows,1,14,25,other
2981899,search_hello,smartphone,13,328,44,gmail
2982299,detail,smartphone,23,15,24,ezweb
2982353,search_hello,smartphone,15,367,30,ezweb
2982601,search_hello,smartphone,11,334,20,softbank
2983440,jobshil_post,smartphone,10,14,24,gmail
2983612,search_hello,smartphone,13,155,21,icloud
2983685,search_hello,smartphone,22,382,22,gmail
2984211,detail_hello,smartphone,11,14,43,docomo
2984565,search_hello,smartphone,23,1,29,gmail
2984778,jobshil_post,smartphone,12,21,38,yahoo
2985502,detail,smartphone,18,19,57,gmail
2986041,detail,smartphone,22,1,29,docomo
2986259,jobshil_post,smartphone,33,224,44,gmail
2986281,detail,smartphone,34,28,24,softbank
2986365,search_hello,windows,23,2,29,gmail
2987348,search_hello,smartphone,7,224,45,ezweb
2987508,detail,smartphone,47,1,19,softbank
2987767,jobshil_post,smartphone,19,191,19,yahoo
2988453,search_hello,windows,4,218,46,other
2988620,search_hello,smartphone,13,14,25,softbank
2989400,detail,smartphone,28,14,21,icloud
2990527,detail,smartphone,14,14,22,icloud
2991392,detail,smartphone,41,15,24,other
2992923,detail_hello,smartphone,16,228,52,other
2994596,jobshil_post,smartphone,21,14,24,other
2995360,search_hello,,7,5,35,gmail
2995885,,,4,32,28,other
2995250,search_hello,Mac OSX,27,20,30,other
2995270,jobshil_post,smartphone,20,46,47,icloud
2997630,search_hello,,36,14,20,ezweb
2998584,detail,smartphone,14,3,43,ezweb
2998940,jobshil_post,smartphone,13,14,28,gmail
2999079,detail,smartphone,11,4,25,gmail
2999223,jobshil_post,smartphone,11,343,18,icloud
2999368,search_hello,smartphone,47,14,25,yahoo
2999934,login,windows,40,358,19,icloud
3000477,detail,,9,2,23,gmail
2965194,search_hello,smartphone,12,46,31,softbank
2965204,jobshil_post,smartphone,47,170,27,yahoo
2965233,detail,,15,15,19,gmail
2965277,detail,smartphone,23,219,22,yahoo
2965432,detail_hello,smartphone,2,49,18,icloud
2965612,detail,smartphone,15,344,45,softbank
2965638,search_hello,,11,346,42,docomo
2965656,detail,smartphone,37,30,49,yahoo
2965665,search_hello,smartphone,13,153,32,gmail
2965716,search_hello,smartphone,43,9,19,icloud
2965719,search_hello,smartphone,27,12,35,yahoo
2966052,search_hello,,23,368,30,icloud
2966489,search_hello,,3,322,59,other
2966646,jobshil_post,smartphone,2,343,21,icloud
2966738,search_hello,smartphone,3,322,20,gmail
2966770,search_hello,,38,146,42,gmail
2966788,search_hello,smartphone,8,146,43,icloud
2966854,search_hello,smartphone,15,1,49,other
2966922,jobshil_post,smartphone,5,40,33,gmail
2967058,search_hello,smartphone,43,368,22,icloud
2967103,search_hello,smartphone,27,382,21,ezweb
2967105,search_hello,smartphone,44,152,19,gmail
2967313,search_hello,smartphone,29,343,19,ezweb
2967874,jobshil_post,smartphone,10,2,25,docomo
2968218,detail,smartphone,43,1,21,gmail
2968529,search_hello,smartphone,14,14,21,ezweb
2968631,detail,smartphone,13,99,31,gmail
2968709,search_hello,smartphone,35,14,22,gmail
2968829,search_other,smartphone,14,334,23,docomo
2968877,detail,smartphone,26,2,24,softbank
2969146,,,9,322,29,icloud
2969214,search_other,,13,99,32,gmail
2969232,search_hello,smartphone,23,334,22,softbank
2969270,search_hello,smartphone,23,43,48,other
2969275,detail_hello,,23,18,49,ezweb
2969326,jobshil_post,smartphone,22,228,18,softbank
2969429,search_hello,,34,159,36,ezweb
2970087,detail,,14,63,37,gmail
2970427,search_hello,smartphone,10,14,20,icloud
2971850,jobshil_post,windows,14,4,45,other
2972143,jobshil_post,smartphone,12,228,19,softbank
2972161,detail,smartphone,28,170,24,ezweb
2972574,search_hello,smartphone,24,99,22,other
2972774,search_hello,smartphone,33,301,28,gmail
2972907,search_hello,smartphone,34,319,20,other
2972915,search_hello,,27,14,47,gmail
2973233,detail,smartphone,11,14,36,gmail
2973285,search_hello,smartphone,7,227,47,icloud
2973423,search_hello,smartphone,22,1,24,ezweb
2973700,search_hello,smartphone,20,29,20,softbank
2974165,search_hello,smartphone,47,21,24,other
2974238,search_hello,smartphone,11,35,18,softbank
2974405,search_other,smartphone,45,279,18,gmail
2974517,search_hello,smartphone,12,343,22,icloud
2974543,search_hello,smartphone,43,14,28,icloud
2974633,detail,smartphone,1,112,25,other
2974653,search_hello,smartphone,23,14,21,gmail
2974663,search_hello,smartphone,13,179,22,gmail
2974736,search_hello,smartphone,13,14,39,gmail
2974925,search_other,smartphone,12,229,28,gmail
2975059,jobshil_post,smartphone,32,343,50,icloud
2975179,search_hello,windows,14,14,43,yahoo
2975228,login,smartphone,14,4,19,icloud
2975271,search_hello,smartphone,9,15,24,docomo
2975359,search_hello,smartphone,1,178,22,other
2975376,search_hello,,13,222,43,ezweb
2975523,search_hello,smartphone,6,367,22,icloud
2975559,detail,smartphone,7,367,25,docomo
2975666,search_hello,smartphone,14,291,42,gmail
2975691,detail,,26,1,25,ezweb
2975712,detail_hello,smartphone,20,329,20,gmail
2975755,search_hello,smartphone,14,152,21,ezweb
2976071,detail,smartphone,45,1,29,other
2976306,detail,,28,1,41,docomo
2976400,search_hello,smartphone,16,14,21,other
2976513,search_other,smartphone,13,213,31,docomo
2976657,detail,,35,343,22,gmail
2976923,search_hello,smartphone,40,14,23,docomo
2976965,search_hello,,12,367,26,softbank
2977173,detail,windows,19,14,20,gmail
2977224,search_hello,smartphone,13,343,19,softbank
2977249,jobshil_post,smartphone,13,246,24,icloud
2977591,search_hello,smartphone,14,49,17,ezweb
2977800,detail,,7,40,23,other
2977824,search_hello,smartphone,7,265,43,docomo
2978132,search_hello,smartphone,24,40,19,ezweb
2978239,jobshil_post,smartphone,8,13,34,ezweb
2978638,search_hello,smartphone,24,14,22,gmail
2978908,search_hello,smartphone,33,96,24,icloud
2979079,search_hello,smartphone,28,217,53,ezweb
2979080,detail,smartphone,3,14,24,softbank
2979261,search_hello,smartphone,1,231,24,gmail
2979429,search_hello,smartphone,13,179,28,gmail
2979879,search_hello,,13,34,23,ezweb
2980210,search_hello,smartphone,1,1,26,yahoo
2980704,jobshil_post,smartphone,13,1,25,gmail
2980747,search_hello,smartphone,28,1,18,icloud
2980833,detail,smartphone,39,14,20,ezweb
2981215,search_hello,,34,14,27,softbank
2981252,detail_hello,smartphone,1,341,21,softbank
2981924,search_hello,smartphone,26,176,36,gmail
2982446,search_other,smartphone,12,229,23,gmail
2983414,jobshil_post,,15,345,38,docomo
2983503,search_hello,smartphone,15,185,21,icloud
2984709,detail,smartphone,24,227,32,gmail
2984753,detail,,28,219,19,ezweb
2984932,search_hello,smartphone,13,300,49,other
2985051,detail,windows,19,367,28,gmail
2986963,jobshil_post,smartphone,6,222,62,other
2987257,jobshil_post,smartphone,27,218,24,softbank
2988224,jobshil_post,smartphone,34,14,23,softbank
2988368,detail,smartphone,47,2,23,icloud
2988585,top,smartphone,20,359,20,gmail
2988764,top,smartphone,15,1,28,gmail
2989054,jobshil_other,smartphone,19,221,19,other
2989887,search_hello,,27,27,49,gmail
2989987,search_hello,smartphone,47,14,20,icloud
2995961,detail,windows,6,233,63,other
2997213,detail,smartphone,23,14,28,other
2997549,search_hello,smartphone,20,275,25,ezweb
2997781,search_hello,smartphone,13,371,41,gmail
2998446,jobshil_post,windows,13,170,31,other
2999089,mypage,smartphone,27,2,24,gmail
2999326,jobshil_post,smartphone,40,15,28,softbank
2999429,search_multi,smartphone,11,1,58,ezweb
2999502,search_hello,,13,40,21,gmail
3000302,search_hello,smartphone,8,228,20,gmail
3000327,information,smartphone,47,21,23,softbank
3000448,jobshil_post,smartphone,24,152,19,gmail
3001168,detail,,29,1,33,icloud
2965106,detail,smartphone,14,18,48,gmail
2965141,search_hello,,15,224,35,other
2965264,detail,smartphone,12,35,21,softbank
2965615,search_hello,,24,222,23,icloud
2965688,detail,smartphone,34,368,20,ezweb
2965698,detail,smartphone,23,14,47,softbank
2966026,search_hello,smartphone,3,224,28,ezweb
2966166,search_hello,,35,191,22,softbank
2966212,search_hello,smartphone,27,153,24,gmail
2966371,search_hello,,12,14,24,docomo
2966435,detail,,40,181,34,gmail
2966667,detail,smartphone,12,14,43,other
2966729,detail,smartphone,44,343,30,gmail
2966875,search_hello,,1,47,29,yahoo
2966999,search_hello,smartphone,28,2,36,softbank
2967260,search_hello,,1,15,25,softbank
2967466,search_hello,,13,15,23,icloud
2967607,detail_hello,smartphone,17,14,48,docomo
2967620,search_hello,smartphone,13,345,19,docomo
2967846,search_hello,smartphone,14,49,20,ezweb
2967881,search_hello,smartphone,23,343,32,other
2967905,search_hello,smartphone,12,14,25,icloud
2967950,search_hello,,33,10,22,softbank
2968119,search_hello,,13,245,27,docomo
2968162,search_hello,smartphone,47,217,24,gmail
2968888,search_hello,smartphone,15,264,34,gmail
2969128,search_hello,,27,35,19,gmail
2969408,jobshil_post,smartphone,33,224,20,softbank
2969624,search_hello,,44,342,22,ezweb
2969850,search_hello,smartphone,13,198,27,softbank
2969933,detail_hello,,10,4,47,yahoo
2969936,search_hello,smartphone,15,14,50,gmail
2970078,jobshil_post,smartphone,14,226,31,gmail
2970354,search_hello,smartphone,8,1,21,other
2970382,search_hello,,33,224,33,ezweb
2970428,search_hello,smartphone,21,223,20,other
2971123,search_city,smartphone,1,283,19,ezweb
2971365,search_hello,smartphone,27,223,32,icloud
2971770,detail,smartphone,41,4,24,docomo
2971922,detail,smartphone,13,297,24,gmail
2972016,detail,,22,2,24,icloud
2972276,search_other,smartphone,13,5,31,gmail
2972350,search_hello,smartphone,23,4,21,icloud
2972352,jobshil_post,smartphone,31,35,24,ezweb
2972385,search_hello,,9,367,44,gmail
2972505,login,,45,217,20,gmail
2972800,search_hello,windows,13,7,28,gmail
2973067,search_hello,smartphone,13,323,20,ezweb
2973375,search_hello,smartphone,13,179,35,gmail
2973446,detail,smartphone,28,343,37,softbank
2973913,search_hello,smartphone,13,99,50,ezweb
2974205,detail,,1,14,34,yahoo
2974609,search_hello,smartphone,14,14,28,softbank
2974897,search_hello,smartphone,1,226,21,icloud
2974935,jobshil_post,,13,227,33,ezweb
2975383,detail,smartphone,44,233,21,icloud
2975403,jobshil_post,,13,343,43,softbank
2975533,search_hello,,4,14,29,yahoo
2975770,search_hello,smartphone,27,14,29,yahoo
2975848,search_hello,smartphone,23,14,28,gmail
2975863,search_hello,smartphone,2,14,41,gmail
2975956,search_hello,smartphone,28,343,21,icloud
2976012,search_hello,,3,96,21,ezweb
2976163,jobshil_post,smartphone,21,367,28,other
2976291,detail,smartphone,13,340,23,other
2976363,search_other,,44,15,24,ezweb
2976376,detail,smartphone,40,331,52,docomo
2976458,search_hello,,13,368,53,docomo
2976757,search_other,smartphone,24,260,21,icloud
2976871,search_hello,smartphone,39,227,23,docomo
2977738,search_hello,,9,27,21,gmail
2978111,search_hello,,1,21,29,gmail
2978299,detail_hello,smartphone,38,367,32,icloud
2978497,detail,smartphone,13,28,33,gmail
2978501,search_hello,smartphone,17,206,19,other
2978687,search_hello,smartphone,15,1,58,icloud
2978732,search_hello,Mac OSX,13,152,26,icloud
2978898,top,smartphone,12,343,49,ezweb
2979017,search_hello,smartphone,30,15,21,icloud
2979188,search_hello,windows,13,4,26,gmail
2979416,search_hello,smartphone,43,14,22,icloud
2979588,search_hello,smartphone,13,35,28,gmail
2979912,search_hello,smartphone,13,18,23,docomo
2980158,search_hello,smartphone,20,338,25,other
2980175,detail_hello,smartphone,12,14,28,softbank
2980235,search_hello,smartphone,43,99,21,gmail
2980301,search_hello,smartphone,27,156,27,softbank
2980341,search_hello,smartphone,13,189,24,yahoo
2980620,search_hello,smartphone,12,15,23,other
2980865,search_hello,smartphone,5,15,30,icloud
2981524,search_hello,smartphone,36,226,27,yahoo
2982394,search_hello,smartphone,13,1,21,icloud
2982404,jobshil_post,smartphone,4,96,24,ezweb
2982703,search_hello,smartphone,6,239,21,other
2982774,search_hello,smartphone,10,13,49,softbank
2982894,detail_hello,smartphone,13,14,49,other
2983174,search_hello,smartphone,5,8,23,softbank
2983386,search_hello,smartphone,15,335,22,gmail
2983586,hello_hw,,47,21,24,other
2983601,search_hello,smartphone,14,14,21,icloud
2984039,search_hello,smartphone,33,179,25,docomo
2984673,detail,smartphone,11,343,47,docomo
2984677,detail,,28,1,43,gmail
2984948,jobshil_post,,44,380,26,ezweb
2985055,search_hello,smartphone,47,300,35,gmail
2985084,search_hello,smartphone,27,30,25,gmail
2986197,search_hello,smartphone,21,41,24,icloud
2986883,search_hello,,14,12,25,icloud
2987056,detail,smartphone,43,5,28,docomo
2987595,detail_hello,smartphone,10,362,44,gmail
2988451,search_company,smartphone,27,14,23,icloud
2988733,search_hello,,13,170,25,gmail
2989510,search_other,smartphone,17,61,49,other
2990051,detail,smartphone,4,152,51,other
2991485,detail,windows,27,1,21,gmail
2991517,search_hello,,1,1,15,other
2991984,search_hello,smartphone,47,14,24,softbank
2992302,search_multi,smartphone,28,220,34,other
2964973,search_multi,smartphone,27,7,20,other
2965011,jobshil_post,smartphone,13,226,49,ezweb
2965048,search_hello,smartphone,13,30,21,icloud
2965268,search_hello,smartphone,10,14,22,docomo
2965282,,,,,57,docomo
2965286,detail,,15,17,45,gmail
2965287,search_hello,,16,343,46,docomo
2965380,search_hello,smartphone,23,14,28,softbank
2965477,search_hello,windows,13,218,32,yahoo
2965491,search_hello,smartphone,13,204,15,yahoo
2965527,detail,,33,17,18,ezweb
2965634,search_city,windows,7,223,20,yahoo
2965710,jobshil_post,,14,1,22,icloud
2966356,search_hello,smartphone,11,382,25,icloud
2966448,search_other,smartphone,12,343,30,yahoo
2966509,detail,smartphone,37,289,22,gmail
2966688,search_hello,,14,14,23,icloud
2966747,detail,smartphone,13,189,23,other
2967109,jobshil_post,smartphone,47,278,26,other
2967161,search_hello,smartphone,26,356,27,icloud
2967344,detail,smartphone,12,40,32,gmail
2967539,search_hello,smartphone,13,20,28,gmail
2968676,detail,smartphone,28,35,25,ezweb
2968769,login,smartphone,13,296,24,other
2968998,search_hello,smartphone,11,343,43,icloud
2969040,jobshil_post,smartphone,27,8,19,softbank
2969096,search_hello,smartphone,22,14,25,ezweb
2969554,search_hello,windows,14,329,45,yahoo
2969597,detail,smartphone,22,339,25,gmail
2969865,search_hello,,24,21,29,docomo
2970094,detail,smartphone,14,170,24,other
2970207,detail_hello,,6,343,44,gmail
2970423,search_other,smartphone,33,338,23,icloud
2970701,search_hello,smartphone,17,152,21,ezweb
2971472,detail_hello,smartphone,18,5,30,gmail
2971721,jobshil_post,,22,14,19,icloud
2972528,search_hello,smartphone,28,1,47,other
2972652,search_hello,smartphone,7,2,39,gmail
2973289,detail,smartphone,18,343,25,gmail
2973662,search_other,,13,189,20,other
2974016,search_hello,smartphone,13,236,40,other
2974323,detail,smartphone,35,146,23,gmail
2974518,detail,smartphone,4,40,50,other
2974526,detail,smartphone,37,289,53,other
2974602,search_hello,,13,12,26,icloud
2974898,search_hello,smartphone,40,161,53,ezweb
2974908,search_hello,smartphone,25,9,31,icloud
2974982,search_hello,,23,15,25,other
2975322,search_hello,,47,291,47,other
2975445,jobshil_other,,37,301,21,other
2975724,search_other,windows,35,2,29,gmail
2975976,detail,,13,357,39,yahoo
2976025,detail,,12,343,25,ezweb
2976044,search_hello,smartphone,40,151,31,ezweb
2976153,search_hello,smartphone,43,1,22,docomo
2976487,search_hello,,5,14,20,yahoo
2976504,search_hello,smartphone,37,343,52,other
2976791,jobshil_other,smartphone,13,289,39,docomo
2977291,detail,smartphone,28,21,20,gmail
2977296,detail,,40,319,37,icloud
2977347,search_hello,,30,226,35,softbank
2977424,detail,smartphone,11,227,22,gmail
2977510,detail,smartphone,13,14,22,other
2977687,jobshil_post,smartphone,23,224,20,yahoo
2977785,detail,smartphone,38,47,47,other
2978624,search_hello,smartphone,26,359,30,gmail
2978675,search_hello,smartphone,12,325,22,docomo
2978706,search_hello,smartphone,46,343,26,softbank
2978817,search_hello,smartphone,2,3,44,gmail
2978840,search_hello,smartphone,24,14,25,icloud
2979558,search_hello,windows,1,152,25,gmail
2979779,jobshil_post,smartphone,12,4,40,gmail
2980537,search_hello,smartphone,19,3,21,docomo
2980728,search_other,,27,13,32,gmail
2980751,detail,smartphone,13,14,20,docomo
2980998,detail_hello,smartphone,13,14,22,docomo
2981272,hello,,43,228,26,yahoo
2981324,search_hello,smartphone,24,15,22,other
2981749,search_other,windows,12,14,54,other
2982900,detail,smartphone,40,14,21,softbank
2984084,detail,smartphone,8,13,24,icloud
2984131,detail_hello,smartphone,11,14,39,gmail
2984901,search_hello,smartphone,12,14,45,other
2984964,search_hello,smartphone,23,2,30,softbank
2985771,detail_hello,smartphone,15,360,23,gmail
2985807,search_hello,smartphone,13,27,20,gmail
2986453,search_hello,,12,14,46,yahoo
2986979,search_hello,smartphone,12,82,30,gmail
2987861,search_hello,windows,17,170,21,gmail
2990008,search_hello,smartphone,43,28,36,gmail
2990070,search_custom,smartphone,14,226,21,gmail
2990352,detail,smartphone,26,14,23,other
2990450,jobshil_post,smartphone,14,368,23,yahoo
2990737,detail,smartphone,13,359,37,gmail
2991322,detail,smartphone,13,63,31,ezweb
2991538,detail,,17,14,21,icloud
2992463,search_hello,smartphone,19,15,18,icloud
2992607,detail,smartphone,13,35,32,yahoo
2993638,search_other,smartphone,18,152,22,icloud
2993675,,,,,27,other
2993777,detail,smartphone,18,338,34,softbank
2994961,search_hello,smartphone,7,229,23,gmail
2995020,detail,smartphone,14,40,26,icloud
2996094,search_hello,,9,40,21,docomo
2996332,detail,windows,36,46,23,ezweb
2997886,detail,windows,14,14,27,yahoo
2998116,search_hello,,27,204,19,yahoo
2998119,search_hello,iPad,14,4,47,gmail
2998613,detail,windows,23,1,46,docomo
2999273,jobshil_post,smartphone,22,348,17,other
2999596,detail,smartphone,40,41,48,gmail
2999737,detail,smartphone,8,14,24,gmail
3000421,search_other,smartphone,14,4,55,gmail
3000829,jobshil_post,smartphone,14,221,22,gmail
2965138,detail,,12,226,25,softbank
2965205,detail,smartphone,13,296,33,gmail
2965375,top,smartphone,15,14,21,other
2965422,search_hello,windows,13,14,28,gmail
2965500,search_hello,smartphone,6,8,21,icloud
2965532,search_hello,smartphone,28,226,59,gmail
2965566,detail,smartphone,36,2,25,softbank
2965598,detail,,1,14,22,softbank
2965616,detail,,4,82,25,gmail
2965631,search_hello,smartphone,28,176,25,gmail
2965651,search_hello,smartphone,23,5,39,ezweb
2965652,detail,smartphone,4,344,46,softbank
