member_id,landing_page_type,os,pref_id,occupation_id,age,mail_domain_type
2977205,search_hello,smartphone,13,222,43,gmail
2977326,search_hello,,38,30,24,gmail
2977551,search_hello,smartphone,13,334,45,other
2977749,search_hello,,19,14,26,other
2978291,login,Mac OSX,11,343,26,icloud
2978418,detail,Mac OSX,13,170,39,other
2978692,detail,smartphone,23,247,19,icloud
2978999,search_hello,smartphone,47,328,30,gmail
2979106,search_hello,smartphone,28,14,48,docomo
2979187,detail,,47,46,24,softbank
2979229,search_other,smartphone,14,151,23,icloud
2979388,search_hello,,40,1,52,gmail
2979403,search_hello,smartphone,11,12,24,icloud
2980128,search_hello,smartphone,38,20,44,yahoo
2980251,detail,smartphone,12,226,26,gmail
2981302,jobshil_post,smartphone,14,382,23,icloud
2981539,search_hello,smartphone,44,227,32,other
2981633,search_hello,smartphone,27,12,20,icloud
2981812,search_hello,,22,40,23,gmail
2981910,search_hello,smartphone,11,14,47,softbank
2982094,search_hello,smartphone,23,226,39,other
2982956,search_hello,smartphone,13,35,19,icloud
2983249,search_hello,smartphone,26,323,38,softbank
2983784,search_hello,,4,14,22,gmail
2983806,search_hello,,17,14,24,icloud
2983907,jobshil_post,windows,14,1,27,other
2984078,search_hello,smartphone,44,367,22,docomo
2984451,search_hello,,11,20,42,yahoo
2984602,search_hello,smartphone,16,238,22,icloud
2984770,detail,smartphone,14,14,28,ezweb
2984844,search_hello,smartphone,23,334,24,gmail
2985333,detail,smartphone,14,26,24,ezweb
2985399,jobshil_post,smartphone,1,12,31,gmail
2985698,detail,windows,13,301,30,gmail
2985759,search_hello,,12,15,25,icloud
2986147,search_hello,smartphone,13,300,44,softbank
2986224,search_hello,smartphone,6,14,21,ezweb
2986594,detail,smartphone,24,372,28,icloud
2987134,search_hello,smartphone,33,226,29,yahoo
2987145,search_hello,smartphone,12,1,31,yahoo
2987166,search_hello,smartphone,27,14,23,docomo
2988345,jobshil_post,smartphone,13,191,23,other
2989993,jobshil_post,,1,14,22,gmail
2990143,top,smartphone,26,222,46,docomo
2990748,search_other,Mac OSX,13,99,24,other
2990867,search_hello,,24,48,46,gmail
2990952,jobshil_post,smartphone,40,2,22,ezweb
2990992,detail,windows,23,359,55,other
2991728,search_hello,,27,40,28,docomo
2992638,jobshil_post,smartphone,44,35,19,gmail
2992715,detail,smartphone,18,1,20,other
2992996,jobshil_post,,43,225,21,other
2993249,jobshil_post,smartphone,24,20,26,icloud
2993606,register,windows,27,170,30,gmail
2994209,detail,smartphone,13,113,21,icloud
2994217,jobshil_post,smartphone,23,1,43,icloud
2995159,jobshil_post,smartphone,1,99,23,gmail
2995895,top,windows,33,152,24,gmail
2996126,detail,smartphone,22,49,20,icloud
2996150,detail,smartphone,19,224,22,icloud
2997607,search_hello,smartphone,44,226,24,icloud
2997969,top,smartphone,15,223,23,ezweb
2998107,jobshil_post,smartphone,19,14,20,other
2999134,jobshil_post,,15,224,43,docomo
2999196,search_hello,smartphone,1,343,32,ezweb
2999265,detail,,1,275,49,gmail
2999296,detail,,9,2,21,icloud
3000198,detail,,27,14,47,other
3000301,top,smartphone,1,356,19,softbank
3000860,search_hello,smartphone,15,382,29,docomo
3000918,search_city,smartphone,30,356,22,docomo
2983316,search_hello,smartphone,13,14,26,softbank
2983570,search_hello,smartphone,14,2,22,icloud
2983758,jobshil_post,smartphone,1,41,21,softbank
2983814,search_hello,smartphone,23,1,23,docomo
2985018,search_hello,smartphone,34,12,21,icloud
2985374,detail,,13,338,24,ezweb
2985713,detail,smartphone,13,46,22,other
2985818,search_hello,smartphone,14,343,25,gmail
2985830,detail_hello,smartphone,28,35,26,softbank
2986787,search_hello,smartphone,11,14,24,gmail
2987227,search_hello,smartphone,35,170,22,softbank
2987699,search_hello,smartphone,9,226,46,icloud
2987983,search_hello,smartphone,13,4,36,gmail
2987997,search_hello,windows,29,12,54,softbank
2988351,search_hello,smartphone,31,27,33,gmail
2988471,detail,smartphone,36,146,43,icloud
2988526,search_hello,,21,296,46,softbank
2988626,search_hello,windows,25,367,27,softbank
2989162,detail,smartphone,27,40,22,softbank
2989964,search_hello,smartphone,40,2,28,other
2990340,search_multi,smartphone,20,4,29,icloud
2991523,detail,smartphone,23,142,23,yahoo
2991672,detail,smartphone,17,5,46,docomo
2991698,detail,smartphone,12,5,23,icloud
2992496,detail,smartphone,28,27,25,softbank
2992519,search_hello,smartphone,10,18,36,yahoo
2992728,search_hello,smartphone,8,2,25,icloud
2993182,search_hello,windows,13,24,39,other
2994356,search_other,smartphone,36,14,25,docomo
2994933,detail,,44,15,20,gmail
2995076,detail,,22,17,36,other
2995431,search_multi,smartphone,9,371,20,icloud
2996750,detail,smartphone,16,343,24,ezweb
2997578,search_hello,smartphone,23,294,28,docomo
2998134,search_custom,smartphone,34,224,25,docomo
2999050,search_hello,smartphone,13,14,21,other
2999414,jobshil_post,smartphone,28,15,20,gmail
3000216,top,smartphone,33,17,47,other
3000630,search_hello,,23,2,55,docomo
3000854,detail,,43,35,20,icloud
2965057,jobshil_post,,26,48,22,docomo
2965259,search_other,,22,14,24,other
2965469,search_hello,,14,40,43,ezweb
2965549,detail,smartphone,9,227,19,icloud
2965737,search_hello,smartphone,23,99,35,other
2965964,search_hello,smartphone,11,24,24,icloud
2966104,search_hello,smartphone,27,358,52,gmail
2966155,search_hello,smartphone,15,82,23,gmail
2966187,search_hello,smartphone,1,176,24,gmail
2966190,search_hello,windows,11,14,21,other
2966205,search_hello,smartphone,8,338,20,other
2966296,search_hello,smartphone,43,49,29,gmail
2967016,search_hello,smartphone,25,14,17,icloud
2967416,search_hello,smartphone,27,15,23,gmail
2967479,detail,smartphone,13,296,30,other
2967547,search_hello,smartphone,12,217,35,gmail
2967738,search_hello,smartphone,28,63,25,gmail
2967836,search_hello,smartphone,17,1,26,ezweb
2967859,search_hello,smartphone,27,21,49,softbank
2967923,search_hello,smartphone,27,7,25,docomo
2968174,search_hello,smartphone,27,8,41,ezweb
2968229,search_hello,smartphone,13,14,23,other
2968278,detail,,27,14,30,softbank
2968403,search_hello,smartphone,15,14,44,ezweb
2968597,detail,smartphone,25,15,20,icloud
2968634,detail,smartphone,13,344,22,gmail
2968686,search_hello,smartphone,14,367,26,docomo
2968846,search_hello,,16,244,22,icloud
2968901,detail,smartphone,14,14,37,gmail
2969107,search_hello,smartphone,28,5,51,icloud
2969284,detail,,13,1,25,other
2970632,search_hello,smartphone,37,369,22,icloud
2970642,search_hello,smartphone,28,367,43,other
2971346,search_hello,smartphone,1,37,20,softbank
2971727,detail,smartphone,6,15,23,ezweb
2971787,detail,smartphone,37,14,19,softbank
2971884,,,46,342,20,gmail
2972319,search_hello,,12,382,20,icloud
2972514,top,smartphone,8,226,51,other
2972649,detail,smartphone,13,21,43,gmail
2973586,search_hello,smartphone,22,367,30,gmail
2973815,jobshil_post,smartphone,9,14,25,icloud
2973902,search_hello,,12,170,26,gmail
2974073,search_hello,smartphone,23,363,21,gmail
2974218,search_hello,,28,14,35,docomo
2974361,detail_hello,smartphone,8,15,20,softbank
2974798,search_hello,smartphone,34,14,20,icloud
2974801,detail,smartphone,27,142,36,gmail
2975600,detail,smartphone,34,14,27,icloud
2975606,search_hello,smartphone,13,1,27,gmail
2975625,search_hello,smartphone,13,2,23,gmail
2975777,search_hello,smartphone,8,367,45,docomo
2975858,search_hello,smartphone,23,14,24,softbank
2976063,search_hello,smartphone,47,24,23,softbank
2976117,detail,,41,18,52,docomo
2976151,detail,smartphone,47,358,32,docomo
2976834,search_hello,smartphone,29,226,39,gmail
2976845,search_hello,smartphone,38,291,18,icloud
2976975,search_hello,smartphone,9,152,25,docomo
2977272,detail,smartphone,1,35,24,softbank
2977281,search_custom,smartphone,13,366,19,icloud
2977539,search_hello,smartphone,23,343,24,icloud
2977553,search_hello,smartphone,13,222,26,icloud
2977581,search_hello,smartphone,23,343,28,ezweb
2977618,search_hello,smartphone,4,14,21,softbank
2977620,search_hello,smartphone,21,14,25,softbank
2977966,search_hello,,45,14,21,other
2977975,search_hello,smartphone,13,357,22,docomo
2978032,detail,windows,37,14,37,gmail
2978724,search_hello,,14,293,38,other
2979016,detail,,28,15,20,softbank
2979625,search_hello,,23,292,20,icloud
2979821,detail,smartphone,34,146,22,softbank
2980114,search_hello,windows,11,367,32,gmail
2980172,search_other,smartphone,22,99,22,ezweb
2980212,search_other,smartphone,13,195,21,other
2980659,search_hello,smartphone,12,371,22,gmail
2980756,detail,smartphone,13,99,21,gmail
2980820,jobshil_post,smartphone,4,227,43,other
2980928,detail,smartphone,7,21,20,icloud
2980977,search_hello,smartphone,10,367,31,softbank
2981365,search_hello,,13,330,31,gmail
2981423,jobshil_post,smartphone,11,14,29,softbank
2983293,search_hello,smartphone,27,152,21,yahoo
2983542,jobshil_other,smartphone,1,14,21,docomo
2984311,detail,,13,35,27,other
2984482,search_hello,,11,343,23,gmail
2984494,search_hello,,34,367,22,docomo
2985423,jobshil_post,smartphone,17,14,26,docomo
2985548,search_hello,,13,21,28,other
2987206,search_hello,smartphone,1,170,27,softbank
2988005,detail,,1,40,19,icloud
2988577,search_hello,smartphone,11,14,24,docomo
2989105,detail,,11,322,24,icloud
2989407,search_other,smartphone,10,3,27,gmail
2989986,search_hello,smartphone,24,152,19,other
2990021,detail,smartphone,13,41,40,docomo
2990760,detail_hello,,13,229,34,gmail
2991627,search_hello,,10,14,26,softbank
2991911,jobshil_post,smartphone,19,14,20,icloud
2992072,detail,smartphone,1,199,21,gmail
2992477,detail,smartphone,34,343,20,ezweb
2994843,search_hello,smartphone,45,15,21,ezweb
2997244,jobshil_post,smartphone,8,367,19,softbank
2997476,detail,windows,13,193,22,gmail
2997482,detail,smartphone,13,217,20,other
2999113,jobshil_post,,1,95,20,icloud
3000337,jobshil_post,,11,20,21,gmail
3000695,detail,smartphone,40,1,30,other
2964923,search_hello,,29,1,24,ezweb
2965365,detail,,12,35,20,icloud
2965778,search_hello,smartphone,40,2,23,other
2965786,search_hello,smartphone,13,64,46,icloud
2965852,search_stati,smartphone,28,250,23,softbank
2966094,search_hello,smartphone,2,14,26,other
2966376,detail,smartphone,4,40,41,other
2966397,search_multi,,4,3,26,other
2967119,detail_hello,,18,18,27,gmail
2967384,search_hello,,41,224,37,other
2967462,search_hello,smartphone,47,14,28,ezweb
2967494,detail_hello,,42,226,21,softbank
2967523,search_hello,smartphone,22,361,19,other
2967749,search_hello,smartphone,27,336,20,gmail
2967817,search_hello,smartphone,11,14,47,gmail
2968113,search_hello,smartphone,34,336,29,gmail
2968206,search_other,windows,13,14,33,yahoo
2968227,search_hello,,24,14,50,docomo
2968335,detail_hello,smartphone,34,21,20,softbank
2968348,search_hello,smartphone,43,270,31,ezweb
2968425,detail,smartphone,11,340,28,softbank
2968594,search_hello,smartphone,13,29,30,gmail
2968624,detail,smartphone,10,223,27,ezweb
2968795,search_hello,windows,23,170,18,other
2968981,search_hello,smartphone,13,15,30,softbank
2968988,detail,,1,15,17,other
2969078,jobshil_post,smartphone,13,63,24,other
2969236,search_hello,smartphone,17,160,24,icloud
2969243,detail_hello,,12,17,20,other
2969388,search_hello,smartphone,2,225,23,other
2969436,detail,smartphone,13,14,23,gmail
2969580,detail,smartphone,13,332,50,gmail
2969588,search_hello,smartphone,1,222,37,yahoo
2969770,detail,,1,40,23,docomo
2970142,search_hello,,14,46,36,gmail
2970748,search_hello,smartphone,11,15,23,gmail
2970964,hello,,12,21,53,other
2971574,detail,smartphone,47,14,20,other
2971845,detail,,9,14,20,ezweb
2971910,jobshil_post,smartphone,20,13,33,other
2971927,search_custom,smartphone,40,14,38,docomo
2972493,,,45,156,25,softbank
2973008,search_hello,smartphone,8,14,26,gmail
2973458,search_hello,smartphone,12,82,22,icloud
2973666,search_hello,smartphone,4,217,20,gmail
2973949,search_hello,smartphone,21,250,23,softbank
2974055,search_hello,smartphone,4,324,23,ezweb
2974116,search_custom,smartphone,45,224,37,other
2974140,search_hello,smartphone,28,13,32,gmail
2974224,search_other,,27,14,46,ezweb
2974311,detail,smartphone,23,334,25,icloud
2974400,search_hello,smartphone,11,224,31,softbank
2974945,detail,smartphone,22,40,26,gmail
2975210,detail_hello,smartphone,4,15,22,other
2975216,search_hello,smartphone,43,367,23,docomo
2975413,search_hello,smartphone,35,35,20,other
2975510,detail_hello,smartphone,19,15,23,icloud
2975544,detail,smartphone,21,227,53,ezweb
2975748,search_hello,smartphone,4,367,38,other
2975873,search_custom,smartphone,47,343,24,gmail
2976049,search_hello,smartphone,29,14,20,icloud
2976057,search_hello,,11,2,30,gmail
2976199,detail,smartphone,12,217,37,ezweb
2976377,search_hello,,17,343,48,gmail
2976583,search_hello,,13,278,39,docomo
2976767,search_hello,,14,331,25,docomo
2977113,jobshil_post,smartphone,7,151,20,icloud
2977148,search_hello,smartphone,12,152,24,yahoo
2977343,jobshil_post,smartphone,12,14,24,icloud
2977471,detail,,24,93,23,icloud
2977625,search_other,windows,13,4,48,other
2977770,jobshil_post,,23,17,26,icloud
2978014,search_hello,smartphone,13,2,17,icloud
2978103,search_hello,smartphone,14,14,41,icloud
2978844,search_hello,,33,18,21,gmail
2978882,search_other,smartphone,30,356,50,softbank
2979013,search_hello,,24,27,20,gmail
2979127,search_other,smartphone,22,40,19,gmail
2979241,search_hello,smartphone,33,368,48,other
2979295,search_hello,smartphone,27,15,26,gmail
2979299,search_hello,windows,13,1,24,other
2979304,search_hello,smartphone,12,14,46,other
2979535,search_hello,smartphone,1,14,26,ezweb
2979543,detail,smartphone,40,14,47,other
2979814,detail,smartphone,33,14,26,softbank
2980078,search_hello,smartphone,34,368,25,docomo
2980181,search_other,smartphone,28,152,24,yahoo
2980400,search_hello,,3,4,21,icloud
2980771,search_other,smartphone,11,357,20,icloud
2980810,search_hello,smartphone,43,345,21,icloud
2980832,search_hello,,12,15,21,docomo
2981314,detail,,22,14,40,other
2981771,search_hello,,1,96,18,icloud
2982169,search_hello,smartphone,11,152,44,other
2982651,search_hello,windows,11,182,46,yahoo
2982798,jobshil_post,windows,34,335,24,other
2982973,search_hello,smartphone,22,2,40,yahoo
2983757,search_other,smartphone,13,14,47,ezweb
2984138,search_hello,windows,20,1,58,other
2984262,search_hello,smartphone,43,35,18,icloud
2984674,search_hello,smartphone,16,382,21,yahoo
2984985,search_hello,smartphone,1,15,25,other
2985195,detail,smartphone,34,14,24,yahoo
2985496,detail,smartphone,13,14,28,icloud
2985583,detail,smartphone,9,296,24,gmail
2985592,jobshil_post,smartphone,26,14,48,other
2986016,search_other,,47,1,24,icloud
2988118,jobshil_post,smartphone,11,35,20,other
2988324,jobshil_post,,27,13,47,gmail
2988919,jobshil_post,smartphone,28,18,47,yahoo
2988975,search_hello,,11,198,21,gmail
2989336,search_hello,smartphone,13,15,45,icloud
2990976,jobshil_post,smartphone,26,292,18,gmail
2991551,detail,smartphone,6,338,26,icloud
2992022,detail_hello,smartphone,10,5,55,gmail
2992536,search_other,smartphone,26,367,20,icloud
2992564,search_hello,smartphone,10,197,26,gmail
2992867,search_hello,smartphone,34,14,21,icloud
2965455,detail,,9,218,16,gmail
2965772,search_hello,,1,226,42,yahoo
2965836,search_other,smartphone,27,96,25,ezweb
2965869,hello,windows,14,172,25,gmail
2965881,detail,windows,27,179,23,gmail
2965894,search_hello,,13,14,36,gmail
2965899,search_hello,smartphone,42,367,30,other
2965990,hello,smartphone,13,289,31,softbank
2966394,search_hello,,10,227,48,icloud
2966405,detail,,13,1,21,gmail
2966525,search_other,,7,24,23,icloud
2966610,search_hello,,3,229,22,docomo
2966625,search_hello,smartphone,19,18,23,other
2966716,search_hello,smartphone,45,5,26,gmail
2966832,search_hello,smartphone,28,172,21,softbank
2966900,search_city,smartphone,43,368,41,softbank
2966973,search_hello,smartphone,27,264,21,gmail
2967027,detail_hello,smartphone,9,2,20,icloud
2967347,search_hello,smartphone,43,198,19,icloud
2967413,search_hello,smartphone,27,14,25,docomo
2967716,search_hello,smartphone,22,45,51,softbank
2967773,detail,smartphone,7,5,30,softbank
2967918,search_hello,smartphone,7,166,33,yahoo
2968015,search_hello,smartphone,21,14,45,softbank
2968577,detail,smartphone,13,40,23,icloud
2968856,detail,smartphone,47,21,53,gmail
2969039,,,40,35,22,softbank
2969465,search_hello,smartphone,27,10,46,other
2969469,detail,smartphone,22,14,36,ezweb
2969735,search_hello,smartphone,27,48,28,ezweb
2969937,search_hello,smartphone,43,343,40,other
2970043,search_hello,smartphone,28,35,21,icloud
2970197,search_hello,,13,35,54,softbank
2970250,detail,smartphone,1,357,19,softbank
2970468,detail,smartphone,28,367,31,docomo
2970613,search_hello,smartphone,1,93,22,other
2970708,detail,,22,346,48,gmail
2970952,search_hello,,23,158,27,gmail
2971043,search_hello,Mac OSX,27,206,40,other
2971077,detail,smartphone,45,47,21,icloud
2971083,search_hello,,38,275,46,ezweb
2971242,search_hello,,47,231,58,other
2971382,detail_hello,smartphone,13,382,33,ezweb
2972120,detail,,26,339,27,softbank
2972245,search_hello,,13,217,47,gmail
2972315,detail_hello,smartphone,20,367,32,ezweb
2972680,detail,smartphone,26,47,21,gmail
2972802,search_hello,smartphone,40,18,23,yahoo
2972810,search_hello,,19,14,36,icloud
2973370,search_hello,smartphone,23,227,31,softbank
2973448,search_hello,smartphone,6,146,23,gmail
2973577,detail,smartphone,22,14,23,gmail
2973719,detail,smartphone,40,1,53,icloud
2973963,search_hello,smartphone,4,35,18,ezweb
2974136,search_hello,,30,343,34,softbank
2974258,search_hello,smartphone,46,222,27,ezweb
2974394,detail,,13,362,28,yahoo
2974427,search_other,,29,329,20,icloud
2974682,search_hello,,34,223,41,softbank
2974706,search_hello,smartphone,23,1,25,yahoo
2974813,jobshil_post,smartphone,34,48,30,icloud
2975262,search_hello,smartphone,40,343,25,icloud
2975627,search_hello,smartphone,12,229,21,gmail
2975821,search_hello,smartphone,32,225,39,gmail
2975833,search_hello,smartphone,5,342,41,icloud
2976045,search_hello,smartphone,8,14,26,softbank
2976178,search_hello,smartphone,27,48,49,other
2976239,search_hello,smartphone,24,14,47,gmail
2976521,search_hello,Mac OSX,40,99,60,other
2976539,search_hello,smartphone,18,361,34,other
2976634,detail_hello,smartphone,27,14,31,ezweb
2976749,top,smartphone,23,4,21,icloud
2976819,detail,smartphone,8,380,26,icloud
2977193,detail,smartphone,15,289,25,gmail
2977219,detail,smartphone,13,316,20,other
2977372,search_other,smartphone,27,221,19,icloud
2977508,detail_hello,,38,40,34,icloud
2977589,detail,smartphone,44,15,21,other
2978137,guide,smartphone,22,40,38,other
2978206,search_hello,smartphone,36,139,39,other
2978224,search_hello,smartphone,14,201,24,icloud
2978381,search_hello,smartphone,15,14,21,icloud
2978404,search_other,smartphone,4,14,20,ezweb
2978820,jobshil_post,smartphone,41,14,28,softbank
2979510,detail,smartphone,25,14,33,yahoo
2979523,detail,smartphone,28,14,19,gmail
2979561,detail,smartphone,30,12,21,docomo
2979586,search_hello,smartphone,29,226,25,gmail
2979796,search_city,smartphone,13,93,22,ezweb
2979881,jobshil_post,smartphone,14,14,25,ezweb
2979927,search_hello,smartphone,13,358,38,icloud
2979940,search_hello,smartphone,15,7,42,gmail
2979967,search_hello,smartphone,43,368,34,other
2980349,search_hello,smartphone,27,204,21,icloud
2980590,detail,smartphone,11,145,18,other
2981649,login,smartphone,1,262,21,ezweb
2981952,login,smartphone,13,236,27,yahoo
2982268,search_hello,smartphone,9,346,30,softbank
2982351,search_hello,smartphone,47,14,20,gmail
2982356,login,smartphone,9,14,27,yahoo
2982422,search_hello,smartphone,1,2,20,gmail
2982427,search_hello,smartphone,17,20,25,softbank
2982472,detail,smartphone,28,367,38,softbank
2982745,search_hello,smartphone,14,326,45,other
2982888,search_hello,smartphone,13,369,24,icloud
2983106,search_hello,smartphone,12,224,20,gmail
2983420,search_hello,smartphone,8,367,27,icloud
2983627,search_hello,smartphone,4,48,24,gmail
2984717,detail,,43,338,21,ezweb
2984824,detail,smartphone,7,35,20,ezweb
2985015,search_hello,smartphone,27,35,20,other
2985406,detail,smartphone,10,227,38,gmail
2985501,search_hello,smartphone,29,14,20,icloud
2985552,search_hello,smartphone,37,99,35,icloud
2985930,search_hello,smartphone,5,20,26,gmail
2985932,search_hello,smartphone,27,382,44,docomo
2985937,search_hello,smartphone,28,368,43,icloud
2992936,search_other,smartphone,23,14,21,gmail
2993567,search_hello,smartphone,4,99,39,other
2994096,login,smartphone,13,14,23,icloud
2994655,search_city,smartphone,1,229,47,other
2994659,search_other,smartphone,6,12,26,icloud
2994840,detail,smartphone,37,18,35,softbank
2995760,detail,smartphone,28,14,20,yahoo
2995996,jobshil_post,smartphone,47,2,30,yahoo
2996581,jobshil_post,smartphone,43,149,32,other
2996660,detail,smartphone,10,26,26,softbank
2997709,jobshil_post,smartphone,13,15,30,gmail
2997739,detail,smartphone,20,322,19,gmail
2997747,search_hello,,10,96,24,softbank
2997938,search_hello,smartphone,8,21,38,gmail
2998496,top,,16,290,44,gmail
2998832,detail,smartphone,17,1,22,gmail
2999501,jobshil_post,smartphone,40,232,19,icloud
3000487,search_other,smartphone,47,35,27,icloud
3001353,detail,smartphone,34,1,26,gmail
3001448,search_hello,smartphone,27,14,23,softbank
2964959,search_hello,smartphone,44,8,34,other
2965146,detail,smartphone,17,343,23,docomo
2965208,search_hello,smartphone,26,35,17,docomo
2965330,search_hello,smartphone,14,14,41,gmail
2965430,detail,smartphone,13,290,22,gmail
2965507,search_hello,,14,2,19,gmail
2965630,search_other,windows,27,19,46,other
2965855,search_hello,windows,10,14,26,ezweb
2966083,detail,smartphone,14,323,52,other
2966126,detail,smartphone,12,24,26,ezweb
2966165,search_hello,smartphone,24,367,44,docomo
2966389,detail_hello,smartphone,7,99,28,gmail
2966390,search_other,smartphone,37,335,31,docomo
2966668,search_hello,smartphone,11,14,43,softbank
2966824,other,AndroidTablet,16,223,34,yahoo
2967006,search_other,,20,15,25,icloud
2967082,jobshil_post,smartphone,44,27,21,ezweb
2967332,detail,smartphone,6,368,37,gmail
2967337,search_hello,smartphone,15,14,31,ezweb
2967721,detail,smartphone,12,14,27,gmail
2967750,detail,,40,49,24,icloud
2967970,search_hello,smartphone,13,223,31,softbank
2968024,jobshil_post,smartphone,43,18,50,gmail
2968575,search_hello,smartphone,29,367,23,gmail
2968685,detail,,8,14,20,icloud
2968899,search_hello,smartphone,9,14,22,ezweb
2968983,search_hello,smartphone,34,14,20,gmail
2969179,search_other,,13,343,37,gmail
2969273,search_other,smartphone,1,223,26,icloud
2969433,search_hello,,13,82,54,other
2969693,search_other,,24,113,19,icloud
2969713,hello,smartphone,27,1,24,docomo
2969928,search_multi,smartphone,43,238,27,gmail
2970061,detail,smartphone,27,1,22,softbank
2970111,search_hello,smartphone,37,35,17,gmail
2970181,search_hello,,15,167,25,icloud
2970209,detail,smartphone,9,20,27,softbank
2970267,detail_hello,smartphone,28,14,22,gmail
2970860,jobshil_post,,27,40,43,other
2971455,search_hello,windows,36,6,28,gmail
2971552,top,smartphone,7,21,36,gmail
2971614,search_hello,,36,15,41,gmail
2971790,detail,smartphone,17,18,24,docomo
2971835,detail,smartphone,26,1,43,gmail
2972931,detail,smartphone,33,221,18,icloud
2973217,detail,,11,2,32,other
2973692,detail,smartphone,46,2,22,icloud
2973796,search_hello,windows,12,82,47,yahoo
2974002,search_hello,smartphone,27,160,20,gmail
2974086,hello,smartphone,47,14,25,yahoo
2974228,jobshil_post,windows,13,14,24,gmail
2974299,search_hello,windows,8,29,42,yahoo
2974542,search_hello,Mac OSX,13,151,24,gmail
2974645,search_hello,smartphone,40,367,32,icloud
2974695,search_hello,,21,227,26,softbank
2974751,search_hello,smartphone,28,17,44,gmail
2974757,detail,smartphone,28,96,21,gmail
2974876,detail,smartphone,16,26,19,ezweb
2974884,detail,smartphone,13,82,22,icloud
2975114,detail_hello,Mac OSX,6,14,35,gmail
2975280,search_hello,smartphone,13,14,26,softbank
2975315,jobshil_post,smartphone,33,343,24,ezweb
2975503,search_hello,,22,346,47,ezweb
2975513,jobshil_post,,13,343,21,softbank
2975609,search_hello,,14,1,24,gmail
2975878,search_hello,smartphone,35,35,19,gmail
2975895,search_multi,smartphone,20,14,30,gmail
2975910,search_hello,windows,22,327,51,other
2976002,jobshil_post,smartphone,27,14,49,gmail
2976009,detail_hello,smartphone,34,194,24,softbank
2976098,search_hello,smartphone,13,226,48,ezweb
2976166,search_hello,windows,22,226,33,gmail
2976589,search_hello,smartphone,43,15,21,icloud
2976831,detail,smartphone,12,15,21,docomo
2977164,search_hello,Mac OSX,33,159,20,gmail
2977170,detail,smartphone,23,221,24,other
2977286,detail,smartphone,28,2,22,ezweb
2977295,search_hello,smartphone,36,21,22,other
2977309,search_hello,smartphone,28,35,19,softbank
2977380,detail_hello,windows,14,217,26,gmail
2977428,top,windows,16,247,28,gmail
2977952,search_other,,33,35,26,softbank
2978189,search_hello,windows,13,40,35,gmail
2978377,jobshil_post,smartphone,7,2,21,docomo
2978842,detail,,14,99,49,icloud
2978877,search_city,,27,14,32,docomo
2979358,search_hello,smartphone,34,40,20,softbank
2979585,search_hello,smartphone,13,14,22,gmail
2979788,search_hello,smartphone,9,367,21,icloud
2980389,detail,smartphone,33,1,21,gmail
2980432,search_hello,smartphone,5,14,32,softbank
2980514,search_hello,smartphone,44,96,18,gmail
2980799,search_hello,windows,13,152,47,other
2980849,detail,smartphone,1,362,31,other
2980944,search_hello,windows,33,369,31,yahoo
2981433,search_hello,,13,35,21,icloud
2981596,search_hello,smartphone,34,99,59,ezweb
2982695,top,smartphone,10,229,32,softbank
2982781,search_hello,iPad,13,222,25,gmail
2983078,search_hello,smartphone,26,4,39,softbank
2983983,search_hello,Mac OSX,27,347,40,yahoo
2984489,search_hello,smartphone,13,14,35,gmail
2985024,detail_hello,smartphone,37,14,25,gmail
2985168,detail,windows,16,239,33,gmail
2985447,search_hello,smartphone,10,14,23,icloud
2985861,search_hello,smartphone,11,15,20,other
2985909,jobshil_post,,13,3,27,yahoo
2985967,search_hello,smartphone,13,3,25,gmail
2986095,search_hello,smartphone,28,1,22,docomo
2986161,detail,smartphone,10,323,26,gmail
2987934,detail,smartphone,13,2,21,icloud
2988761,search_other,smartphone,7,1,29,yahoo
2989169,search_hello,iPad,10,15,22,other
2989742,search_hello,,47,368,56,other
2990858,detail,smartphone,27,93,22,gmail
2991681,jobshil_post,smartphone,13,382,26,gmail
2992144,detail,smartphone,26,342,30,other
2992502,jobshil_post,smartphone,41,35,22,gmail
2964953,top,smartphone,11,14,19,icloud
2964979,search_other,smartphone,26,47,24,gmail
2965044,detail,smartphone,15,223,24,icloud
2965135,search_other,smartphone,28,291,50,docomo
2965402,search_hello,,44,35,21,other
2965493,detail,smartphone,13,250,22,other
2965727,search_hello,,28,38,18,icloud
2965904,search_custom,,12,63,22,icloud
2965976,search_hello,,1,221,33,icloud
2966075,search_hello,smartphone,15,14,23,docomo
2966095,detail,smartphone,12,18,21,softbank
2966148,search_hello,smartphone,19,14,25,ezweb
2966262,search_hello,smartphone,23,226,48,gmail
2966317,search_other,windows,13,214,26,gmail
2966477,search_hello,smartphone,1,35,21,other
2966579,top,smartphone,25,112,21,other
2966811,detail,smartphone,10,129,45,softbank
2967059,login,smartphone,41,367,25,gmail
2967229,search_hello,smartphone,13,35,20,icloud
2967280,search_hello,,13,99,22,gmail
2967373,search_custom,smartphone,30,218,23,icloud
2967461,search_hello,smartphone,14,14,41,ezweb
2967741,search_other,smartphone,40,35,21,icloud
2967829,detail,windows,32,238,59,yahoo
2968241,search_city,smartphone,26,325,23,icloud
2968342,search_hello,,14,35,39,ezweb
2968421,search_hello,smartphone,47,30,28,softbank
2968517,search_hello,,27,12,24,softbank
2968687,detail_hello,smartphone,40,382,27,gmail
2968714,search_hello,smartphone,43,343,38,gmail
