member_id,page_type,hit,trajectory,stay
2969284,search_user,10,59049,593
2968145,else,3,3474,61
2967217,mypage_consider,1,153,12
2967161,detail,14,111449,350
2966791,register,1,585,13
2965788,mypage_consider,1,1291,107
2965626,search_pref,1,875,19
2965138,detail,1,7079,120
3000448,detail,3,11502,882
3000707,search_user,13,88044,5868
2998274,search_user,1,6418,41
2997211,search_user,1,547,23
2995431,edit_scout,7,5642,321
2993126,else,2,2529,50
2988665,search_other,1,1774,12
2988345,search_user,1,1272,49
2988068,login,2,202,7369
2985111,detail,9,25488,670
2983601,search_user,1,109,219
3000854,search_other,1,9774,488
2999145,edit_resume,13,51317,1574
2998121,mypage_consider,4,1243,102
2997375,register,3,188,108
2996743,search_user,12,93749,448
2995932,detail,3,8486,242
2993781,detail,3,121,255
2993458,search_user,3,31253,372
2992152,else,1,444,24
2990698,search_multi,3,6793,5027
2990429,detail,64,270259,4520
2988566,search_user,1,3603,88
2988103,detail,8,15325,369
2985501,detail,26,59968,5041
2985439,search_user,8,20897,770
2985084,mypage_index,6,3400,185
2985024,register,1,413,154
2983216,mypage_scout,3,3478,1987
2982541,else,22,43837,3542
2981982,mypage_index,7,2518,264
2980673,mypage_consider,19,10827,1687
2980944,edit_resume,1,1900,9
2980521,else,5,6310,146
2980634,entry,1,1960,117
2980142,search_multi,4,17757,405
2979859,else,2,1135,63
2979398,search_user,8,12335,456
2979139,mypage_scout,1,1363,96
2979168,search_user,4,13627,82
2978872,edit_scout,5,648,134
2978557,mypage_index,2,1280,31
2978960,mypage_index,6,2277,1363
2978957,detail,5,12127,313
2978032,search_user,11,80486,227
2979025,else,14,17792,483
2977780,search_user,6,50480,96
2977416,search_user,13,83974,388
2979317,register,2,679,82
2976603,search_user,6,54043,421
2976045,detail,5,15696,191
2974264,detail,16,77111,1643
2975190,else,5,2233,461
2974801,search_user,68,430362,1927
2973800,detail,7,16772,205
2973857,search_other,3,10578,64
2971809,else,4,10405,446
2971252,search_other,3,22530,146
2970858,detail,3,25352,50
2969210,register,2,536,32
2968920,detail,7,36410,12141
2968562,search_other,2,2493,116
2968016,search_user,3,20534,52
2967270,mypage_scout,3,3412,31
2966421,search_pref,5,25596,219
2966026,else,1,4130,56
2965483,detail,3,2825,1746
2965307,else,32,58449,2431
2998268,detail,4,5827,3328
2997747,search_user,5,46824,170
2997444,detail,4,34719,132
2991800,login,1,0,307
2991672,detail,1,11200,222
2988526,edit_hope,2,1259,114
2988904,detail,5,11056,167
2987861,search_multi,4,2038,1301
2985101,mypage_index,4,48,254
2985067,edit_hope,3,3365,103
2985010,login,4,607,85
2984227,search_user,1,3118,43
2981359,search_user,2,13305,138
2980998,mypage_scout,6,5488,425
2981090,mypage_index,3,154,226
2980875,detail,7,10144,8059
2980085,search_user,2,500,35
2979354,edit_hope,8,3323,256
2979079,search_user,21,100384,694
2977795,detail,5,19327,87
2977036,register,2,805,71
2976986,register,3,1053,70
2976736,else,1,0,31
2976467,register,2,790,34
2974948,edit_scout,16,7043,330
2975364,search_user,3,25318,181
2975109,detail,9,37624,1202
2974216,search_multi,3,26240,56
2973261,register,1,669,160
2970580,mypage_index,1,0,59
2969782,detail,9,36560,621
2969487,else,6,9939,85
2968905,mypage_index,3,1541,607
2966668,mypage_scout,6,12032,1621
2967537,search_multi,6,26155,344
2966464,detail,5,9712,217
2965884,detail,7,35730,255
2965704,search_other,1,1850,172
2986259,search_hello,16,28310,621662
3001000,search_user,7,29530,1505
2998064,detail,5,30484,266
2991426,else,9,10915,1368
2988230,login,6,1143,128
2987111,entry,2,2464,175
2986594,detail,5,30796,134
2986281,detail,6,34850,3883
2985592,edit_hope,4,2333,73
2984968,else,7,20181,123912
2984099,mypage_scout,1,0,2744
2981474,detail,10,50135,870
2979622,search_user,1,784,895
2979086,detail,2,17347,46
2978981,else,4,5854,41
2976353,edit_hope,3,204,96
2976452,detail,2,9862,167
2976387,search_multi,4,42202,77
2976055,else,3,144,21
2976036,search_other,2,28944,17
2975625,else,6,1952,151
2975910,entry,4,8693,60
2975028,mypage_index,13,16634,953
2975138,search_other,2,2035,6447
2974388,register,3,1045,260
2973955,search_other,1,8475,9
2973586,search_user,8,28344,201
2972316,search_multi,1,540,7
2971885,search_user,4,21651,133
2971622,search_user,3,12660,383
2971205,else,7,10053,128
2970933,detail,17,118951,20242
2970809,detail,5,4104,177
2970367,detail,1,4727,18
2969082,detail,2,4516,144
2968724,detail,5,11076,75
2967902,search_pref,1,2088,12
2967440,login,3,455,19
2969275,search_multi,1,10802,3
2966285,mypage_scout,11,8904,353
2966829,search_other,2,10424,1015
2966388,search_user,8,13513,126
2973084,search_user,3,14594,78
2965287,search_user,18,103890,19434
3001300,register,2,496,92
3000379,detail,3,9129,246
2999942,register,1,738,33
2997630,search_multi,1,2794,1789
2991029,mypage_scout,5,3649,44
2990363,detail,3,19414,1036
2990262,else,1,928,14
2988068,detail,9,43538,290
2981488,mypage_consider,2,621,26
2981834,search_user,2,16948,46
2981762,search_user,8,29779,132
2979581,else,4,1543,412
2976163,mypage_scout,2,3983,113
2976946,detail,3,3488,30
2976333,search_user,12,65438,348
2976325,search_user,5,22200,85
2974798,detail,9,19883,315
2974989,register,2,745,48
2974751,search_other,1,8202,38
2974472,else,4,1842,82
2973867,search_user,1,5632,29
2972372,detail,15,55125,6700
2972685,else,1,3233,83
2970008,detail,20,62580,1329
2970314,search_city,4,26536,172
2968905,entry,2,5242,227
2967668,else,7,5538,181
2968577,search_user,2,630,41
2968274,register,2,889,44
2968022,search_multi,2,1721,1093
2965830,search_user,14,79649,836
3000945,mypage_scout,23,22003,13989
2999875,register,3,856,320
2998608,search_multi,4,15881,1046
2997886,search_multi,1,13300,3
2996472,detail,4,18050,234
2994517,mypage_index,1,1224,20
2994675,mypage_index,40,17820,44359
2992740,mypage_index,3,1408,118
2992289,search_multi,2,1330,659
2992167,search_user,9,27878,276
2988774,else,9,14590,261
2988577,register,1,160,236
2987226,else,3,3400,34
2986587,detail,8,29511,1385
2985652,register,3,922,274
2983263,detail,24,71955,2178
2982973,else,15,26601,433
2982891,detail,7,20839,1752
2982791,detail,3,9525,76
2982489,search_other,1,361,10
2981754,search_user,7,50834,195
2980909,search_user,10,57330,421
2979181,detail,47,237986,3909
2979543,login,11,1932,135
2979437,search_multi,2,4683,2393
2979429,entry,3,3208,129
2978905,mypage_scout,3,3602,70
2979321,register,2,609,30
2978624,mypage_scout,19,24452,1136
2979127,else,1,66,158
2979052,search_user,4,37559,34
2979024,mypage_index,1,919,94
2978206,detail,2,0,84
2977906,entry,16,26694,1872
2977510,detail,2,9855,18
2976534,entry,2,1684,242
2976196,search_user,7,30504,1075
2975603,register,1,917,13
2975494,search_user,3,5172,50
2973027,else,1,1971,75
2973203,detail,3,10100,399
2973126,detail,5,20360,545
2972389,detail,9,29228,765
2971433,else,12,18098,289
2969665,else,11,49386,1328
2970114,detail,6,40794,442
2968634,mypage_scout,13,14945,514
2968905,search_other,2,264,121
2968287,detail,6,21959,172
2968624,detail,3,15332,104
2967197,else,10,7796,189
2968426,else,8,11561,136
2967858,detail,19,86867,345
2966746,search_user,7,35398,409
2965850,detail,18,80984,610
2965747,search_multi,1,1500,35
2965671,detail,8,13814,868
2965493,search_user,7,14820,423
2964953,entry,12,8835,1016
2994675,edit_scout,1,34,425
2989742,search_user,10,22000,32776
2984272,else,9,10652,150
3000584,detail,6,17000,1155
2997285,detail,4,10441,113
2995463,detail,18,57300,4735
2995308,else,22,20560,3952
2996127,register,1,669,20
2995052,detail,10,22090,4138
2993823,detail,3,4877,1112
2993430,search_user,5,8800,300
2990283,search_user,2,2123,64
2989054,search_other,2,4353,771
2987672,else,9,2886,619
2985830,search_multi,6,11296,1846
2983011,else,16,14173,1945
2982784,login,2,374,37
2981069,mypage_index,3,3917,138
2980849,search_user,2,7141,4
2980088,mypage_scout,8,12085,418
2980078,search_user,7,41540,195
2979587,detail,5,8733,64
2979550,detail,1,388,19
2979417,detail,7,31303,267
2979227,register,1,0,4
2978427,detail,33,244697,2231
2977966,detail,7,8417,57601
2978013,mypage_scout,3,2830,295
2977137,else,3,1166,81
2977600,else,2,4284,73
2977280,search_multi,1,361,51
2976975,detail,2,2727,123
2976944,search_user,8,55055,200
2975990,search_user,3,16590,87
2976471,search_multi,12,77150,480
2974908,mypage_index,11,5841,343
2976071,register,1,796,3
2976058,search_user,5,12073,24
2975322,search_user,4,22945,386
2974548,detail,5,27547,943
2974573,search_user,3,13482,106
2973805,detail,9,37034,108
2973067,search_other,2,1195,2944
2972435,search_user,3,71325,205
2971162,mypage_scout,3,2251,858
2972161,detail,5,40280,254
2971790,mypage_index,1,0,2
2971770,detail,6,39711,334
2970885,detail,40,237553,1507
2970475,search_other,3,1870,30
2970233,search_user,4,1178,199
2969776,edit_hope,3,4700,193
2969651,detail,8,53521,16667
2968594,detail,2,7696,13
2966738,else,2,1896,37
2967859,detail,6,26694,72
2967707,search_user,1,6885,12
2966086,search_other,3,13877,163
2966052,detail,2,13056,21
2965651,register,1,573,23
2965429,detail,7,30332,3354
2965398,entry,4,2998,174
2965191,detail,7,76300,69377
2965323,detail,5,23690,3395
2965205,search_multi,2,12473,158
2968890,else,1,153,40
3001448,search_user,2,3364,119
2999949,edit_resume,2,3518,206
2997938,detail,9,61297,2123
2995760,search_multi,1,1130,2944
2992696,detail,13,36981,4416
2992479,detail,3,1407,3303
2987187,search_multi,2,1579,72
2986394,else,6,11657,732
2984846,mypage_index,5,3000,90
2983915,detail,9,23405,3334
2984327,register,3,929,114
2982804,search_user,7,25102,567
2981423,login,5,520,37
2978446,search_user,6,59536,921
2977763,detail,2,15799,18
2977170,search_user,13,48711,190
2975923,register,2,445,36
2975559,detail,2,9989,137
2975692,detail,10,42546,1097
2974364,mypage_index,2,737,25
2974361,detail,5,10158,70
2971598,search_user,10,63492,372
2971552,search_user,7,53740,237
2970430,search_multi,2,13568,43
2969043,search_other,3,15118,75
2967394,detail,10,17736,982
2967463,mypage_index,2,837,90
2966624,search_user,8,37852,164
2966390,register,2,778,34
2966337,register,1,661,22
2964944,detail,4,11950,289
2966542,search_user,30,94295,759
3000987,search_multi,3,1500,10989
3000841,detail,4,11431,415
3000521,detail,5,25443,363
3000067,search_other,2,15526,289
2993669,search_user,12,193068,875
2992923,register,1,160,27
2992519,search_user,4,27729,248
2991485,edit_resume,5,8692,114
2987508,register,1,527,106
2985475,mypage_index,3,0,143
2986806,detail,7,42600,5175
2984477,search_user,1,4160,43
2981365,detail,7,29386,235
2980172,search_multi,1,375,122
3000609,detail,8,34731,695
3000323,else,4,6483,558
3000225,search_user,13,40969,332
2999932,search_other,2,8932,763
2999448,detail,13,52100,3341
2995020,else,61,131878,11068
2990292,register,3,775,79
2989887,detail,5,12022,304
2985979,detail,30,59485,3937
2986471,detail,1,582,16
2986394,edit_scout,1,2032,270
2986013,else,68,177960,7389
2983078,detail,25,96814,15893
2982651,search_multi,2,10365,726
2982576,search_other,2,1841,90
2981754,detail,34,192362,3816
2981181,detail,4,16295,652
2980568,detail,7,31125,125
2979381,search_user,20,122211,1073
2979079,detail,48,117034,4807
2979398,detail,9,58668,1048
2978812,search_user,11,12772,317
2976850,detail,9,5014,60282
2977579,search_user,4,98,63
2976168,entry,6,2555,344
2977020,search_other,2,8599,35
2976900,detail,1,2517,222
2976696,detail,15,72500,709
2975676,mypage_consider,4,1198,36
2976539,search_other,4,9570,3087
2976329,mypage_index,2,1998,53
2974161,detail,7,29046,265
2975139,register,2,633,55
2973719,detail,3,18333,453
2974948,else,4,4067,333
2974156,search_other,2,9640,405
2973401,search_user,4,4740,441
2973219,detail,15,84511,777
2972228,detail,8,4083,10333
2972299,search_other,1,0,423
2971472,mypage_index,15,12084,488
2971542,detail,18,102897,1051
2970427,else,3,507,22
2970143,else,23,45671,384
2969776,mypage_scout,16,14067,252
2970901,search_user,14,99462,465
2969266,search_user,6,8672,148
2968383,detail,14,67634,986
2968522,login,6,346,130
2967707,detail,3,20879,287
2967629,search_user,1,0,75
2967324,edit_scout,14,6907,222
2968062,register,5,1341,66
2967332,edit_hope,3,1093,171
2967205,detail,17,56175,503
2966928,detail,5,12126,120
2966421,else,6,3210,270
2966107,search_other,4,19322,143
2966046,detail,7,39903,118
2965272,search_multi,3,2205,1247
2966109,search_other,1,1500,455
2995792,else,5,2948,3041
2979426,detail,2,7128,15099
2967006,search_user,2,5606,51
3000945,mypage_index,11,3096,1438
3000728,search_user,15,117880,723
2999902,detail,12,24581,521
2999696,search_multi,1,3637,278
2992022,else,13,12604,1329
2992302,detail,6,17758,962
2985548,else,9,17202,4011
2984815,register,2,882,85
2984272,search_other,5,21296,450954
2981566,edit_hope,3,403,79
2981528,search_other,4,2177,415
2979295,detail,12,20113,2405
2978842,else,4,2219,35
2979967,detail,19,66835,1554
2979885,search_other,4,5187,298
2979317,search_user,4,9499,161
2978916,entry,2,2032,748
2978925,detail,1,9759,30
2977338,detail,27,97784,2443
2976723,detail,4,12384,169
2977192,else,1,344,9
2976503,register,2,950,18
2975741,search_user,4,20985,61
2975679,search_multi,2,786,1306
2975601,register,1,632,1
2975237,search_multi,1,0,46
2974611,else,52,39986,1945
2973900,search_user,4,23362,65
2973863,detail,1,5865,94
2973264,detail,7,59283,767
2972528,edit_resume,6,20085,575
2971162,mypage_index,5,6155,238
2970341,search_other,2,2369,48
2969595,register,2,407,131
2968286,register,1,507,77
2968119,search_user,13,71787,383
2967858,search_multi,1,9527,57
2967585,edit_resume,3,4417,123
2966389,edit_hope,8,3333,138
2966376,search_other,2,608,55
2966313,detail,9,19093,620
2965719,entry,1,0,113
2965221,detail,17,42064,3188
2965609,detail,4,27463,295
2965257,detail,3,19265,918
2965651,search_user,12,84301,609
2965287,detail,8,100478,40882
2975364,detail,8,28415,7553
2996729,search_city,1,24764,148192
2999813,login,1,88,4876
2992101,search_other,2,288,96
2991941,else,10,7013,300
2987959,mypage_index,1,0,23
2985475,edit_resume,1,0,95
2986823,detail,12,60495,921
2985927,search_pref,2,12694,133
2985195,search_multi,3,8647,481
2982860,detail,14,42479,2221
2982356,mypage_index,2,1117,24
2982894,else,1,0,17
2981726,search_user,3,243,69
2980518,login,1,696,72
2979186,edit_hope,1,327,37
2978675,search_user,10,21276,361
2976481,search_other,2,1831,21
2975990,detail,4,16004,234
2976333,detail,6,26795,243
2976178,mypage_index,1,16,43
2975886,search_other,1,4800,47
2974935,search_other,6,4730,437
2974098,detail,3,22502,203
2974573,detail,4,8508,227
2972644,detail,2,2336,130
2972389,search_multi,8,9590,401
2972079,detail,15,89627,1187
2969820,register,2,612,18
2969014,login,1,104,91
2967561,search_user,3,9960,85
2966836,mypage_scout,1,819,118
2965856,detail,17,68266,709
2965493,detail,16,52382,653
2965106,detail,12,26045,9397
2980909,detail,6,17500,163
2967619,register,6,1107,916
2977906,edit_resume,6,16500,104041
2996085,else,4,2279,313
2994915,search_multi,1,0,364
2991831,detail,4,13690,3969
2986636,else,8,8914,5111
2985266,register,2,891,53
2982479,register,1,102,27
2981355,else,1,615,12
2979229,search_user,2,9450,118
2979051,search_user,7,17754,103
2978087,detail,10,42512,242
2977359,register,1,515,31
2977084,detail,4,30496,151
2976778,search_multi,1,325,92
2976098,search_other,3,12267,32
2975064,search_other,4,18144,108
2974522,register,1,464,7
2973633,mypage_index,3,981,41
2973412,register,1,80,44
2972691,search_multi,1,16472,4
2972686,search_multi,3,2169,100
2972352,detail,2,1999,3939
2971574,else,2,764,45
2970961,mypage_index,3,200,207
2976032,mypage_index,2,973,16
2974729,register,1,667,12
2974717,detail,1,7400,8
2971853,detail,4,40063,263
2971674,mypage_index,2,0,165
2970207,search_user,7,37349,153
2968835,search_pref,1,6615,5
2968152,search_multi,2,2024,19
2966952,else,1,738,10
2966421,mypage_scout,3,3324,263
2965943,search_user,5,24719,453
2965747,search_user,1,9900,33
2970677,search_multi,3,10180,27824
2973841,search_city,2,15688,32927
2995978,edit_resume,10,33319,1104
3000521,search_multi,1,9166,396
3000371,else,1,664,155
3000067,detail,17,90635,886
2998446,search_other,3,7972,140
2997523,detail,3,3719,707
2994651,detail,9,48798,2558
2988513,detail,17,67805,2444
2988536,else,3,1940,2473
2981069,detail,10,46501,2936
2979581,mypage_index,2,311,20
2979543,mypage_index,2,884,17026
2979049,search_other,4,8109,85
2978211,mypage_index,6,8576,369
2977638,else,4,320,258
2977465,detail,3,11566,262
2976525,else,1,1023,24
2974526,entry,1,1306,0
2975907,mypage_index,4,288,20
2974903,search_multi,4,3343,91
2971694,edit_hope,4,2223,149
2971657,else,2,1553,123
2969887,mypage_index,1,0,21
2969137,search_other,2,4466,157
2968846,search_other,4,2143,129
2967490,search_other,1,4506,42
2967457,search_other,2,17250,15
2967398,search_user,5,22557,283
2966376,mypage_index,4,1070,213
2965656,search_user,7,37144,657
2965316,detail,6,23183,275
2965482,search_multi,1,8123,52
2965429,else,3,3117,42839
2972324,register,4,1424,365
2997335,register,1,663,52
2995119,search_other,2,21948,123
2993128,search_user,2,2843,107
2991985,mypage_scout,1,825,32
2983542,detail,3,11517,67
2981423,search_other,1,726,7
2980301,register,1,0,176
2980085,detail,4,22096,100
2979814,edit_resume,2,4123,62
2979813,search_other,4,57330,179
2979597,mypage_index,1,467,178
2979523,mypage_index,1,108,46
2979435,search_multi,5,25908,199
2977933,search_user,4,26248,334
2977508,edit_hope,2,394,65
2977359,search_other,1,9431,22
2977296,search_other,3,11177,193
2977210,detail,4,12286,174
2976816,detail,5,11352,5650
2976455,search_multi,2,921,550
2976060,search_pref,1,349,9
2975525,search_user,3,685,41
2975297,detail,1,7424,5
2974422,search_other,2,10344,364
2972903,detail,6,12590,439
2974340,search_multi,1,17164,16
2969935,search_user,2,1605,108
2968705,login,1,44,33
2967861,detail,6,22440,113
2966999,search_pref,2,21927,195
2966791,detail,1,2173,80
2966619,search_user,2,14162,47
2965541,register,2,986,95
3000864,search_other,1,359,89
2991106,detail,5,17260,454
2984756,detail,2,15792,303
2984105,search_user,1,6541,416
2982308,else,2,4360,638
2979186,mypage_index,4,3211,47
2979437,entry,2,2239,148
2978103,detail,7,15096,293
2977779,login,4,340,319
2976012,search_multi,4,11957,250
2996410,register,2,460,56
2975584,register,1,619,15
2975562,register,1,573,44
2975090,register,2,1727,36
2974208,login,1,87,12
2972402,detail,5,9098,99
2971403,mypage_scout,1,889,83
2970373,search_user,1,2471,24
2967347,register,3,1030,229
2967850,search_other,3,13949,50
2967368,search_other,1,377,48
2967110,detail,7,35963,379
2965976,search_other,1,9393,118
2965208,entry,1,0,15
2967967,search_hello,1,93,2383
2974516,search_other,2,4683,8043
2999818,search_other,1,5173,293
2997146,search_user,4,19960,145
2994295,search_user,4,6390,87
2985168,edit_scout,2,1900,90
2985374,detail,2,7954,52
2984880,register,1,0,220
2984114,detail,4,7508,195
2983814,search_other,1,763,288
2980407,detail,1,3997,15
2980378,search_user,2,19399,134
2978504,search_user,1,7585,112
2976239,search_other,5,48602,103
2975105,detail,2,9009,123
2974016,mypage_index,4,4062,47
2974396,search_other,1,365,18
2974218,mypage_index,2,2174,20
2973084,detail,6,8829,315
2972752,detail,5,15258,2279
2972725,detail,9,29965,814
2972718,detail,1,10348,229
2970394,search_user,1,646,45
2970914,register,3,671,79
2969130,search_other,1,10012,20
2966610,else,3,2406,133
2965598,register,2,669,19
2968987,search_city,1,8725,27
2966558,else,2,2824,8460
2968088,search_hello,2,15300,8242
2999196,else,4,4034,147
2998739,else,1,9305,53
2997376,login,2,169,35
2997063,entry,1,1671,111
2993620,edit_resume,2,0,74
2988585,search_multi,1,0,270
2988566,detail,2,6197,443
2987699,register,1,711,68
2981312,search_user,3,14961,28
2980236,mypage_index,3,3956,990
2980836,search_user,2,175,86
2978650,mypage_index,2,511,22
2977377,detail,5,12160,1254
2972161,mypage_scout,1,743,13
2968793,detail,2,7597,107
2966851,entry,1,2361,17
2966128,search_user,2,9771,61
2977772,search_hello,1,308,369
3001281,edit_resume,3,8779,654
3000548,search_multi,1,3140,9
2994259,mypage_scout,2,856,108
2995076,search_user,9,73277,286
2994096,search_other,2,6547,3204
2988451,register,1,0,77
2980432,login,1,104,11
2979829,detail,3,19788,1800
2978640,search_other,2,2294,9
2977824,mypage_index,2,1676,83
2973726,search_user,3,18074,240
2973725,search_multi,2,1286,122
2973046,entry,5,5041,196
2972894,login,1,44,33
2972385,detail,1,867,2
2971162,detail,10,41254,575
2970692,mypage_scout,1,1179,26
2969872,mypage_scout,8,8247,123
2970840,search_multi,2,2090,28
2969850,search_multi,2,684,51
2969014,search_other,4,16589,3195
2969224,search_pref,1,651,10
2968541,mypage_index,2,536,183
2968365,search_other,4,26726,139
2965855,search_user,8,130809,347
2980518,search_other,1,12365,7200
3001168,detail,8,45254,504
3000987,detail,9,46900,1751
3000400,mypage_scout,2,2387,208
2994032,register,1,724,25
2992647,search_other,3,8088,407
2988706,detail,9,41296,422
2985661,login,2,81,47
2985537,else,13,6700,1165
2983542,search_user,2,5475,41
2983381,register,1,0,15
2982113,search_user,5,33879,360
2979753,register,1,505,5
2978481,register,1,633,8
2977596,mypage_scout,4,4544,69
2976353,search_user,3,16280,176
2976055,mypage_scout,6,552,577
2976306,register,1,932,39
2976049,detail,2,8013,59
2974989,detail,2,8664,132
2973992,detail,4,22195,48
2974602,search_other,1,9970,13
2974242,detail,38,118457,3067
2974009,search_other,2,11686,322
2973661,register,1,532,22
2972548,detail,8,14035,368
2971592,detail,5,17180,122
2970468,register,2,688,83
2970145,register,1,678,13
2969541,else,2,1401,18
2969186,search_user,1,242,74
2968397,mypage_index,1,863,29
2967845,search_user,3,15218,88
2966550,detail,6,26088,160
2967738,detail,2,11656,23
2967334,search_user,3,16284,215
2967197,register,1,300,26
2966619,register,3,1074,41
2970748,search_user,4,11114,142
2965368,search_pref,1,28,105
2965281,detail,2,8625,499
2970142,search_hello,5,16239,84642
2972505,search_other,2,7498,4741
3001300,detail,18,68772,2728
3000234,detail,2,5951,173
2997578,login,3,243,151
2997565,mypage_index,1,1645,343
2995525,detail,2,11398,263
2992050,detail,2,7355,204
2992022,search_user,4,42805,182
2988974,register,1,441,304
2986880,search_user,2,15902,245
2986016,search_user,3,4600,144
2985294,search_multi,2,646,112
2982299,login,3,162,152
2981272,detail,5,2695,236
2980983,register,1,0,69
2980246,detail,14,47599,907
2978640,login,4,354,52
2977251,search_other,3,12431,56
2976318,register,2,865,42
2976155,else,7,6020,123
2975636,search_other,2,3449,74
2975407,register,1,382,108
2975208,register,1,329,32
2974308,else,1,1676,6
2973067,search_user,5,26607,258
2971885,else,3,3480,116
2971566,register,2,688,96
2968433,else,3,4994,154
2966026,mypage_scout,1,1530,462
2965985,search_multi,1,6759,457
2964983,mypage_index,2,2280,69
2965225,register,1,326,15
2980909,else,12,17253,63744
2995978,search_pref,9,13246,32769
2995081,mypage_index,2,0,85
2985638,search_user,1,20794,77
2984679,register,1,160,9
2982935,register,1,0,171
2982427,search_user,3,4859,216
2981223,search_user,2,10188,68
2980728,search_pref,2,902,44
2977949,login,3,123,275
2978606,search_user,3,1968,119
2978404,register,1,0,36
2978402,register,1,473,0
2977591,search_multi,1,383,49
2977020,detail,1,8970,145
2976614,search_user,3,156,206
2975873,register,4,1878,154
2975848,detail,4,8912,25
2975271,detail,2,11177,136
2975018,search_other,2,19121,261
2974258,detail,5,11761,318
2973347,else,4,7670,115
2974252,search_other,2,12358,59
2973345,mypage_scout,6,5767,70
2967612,register,2,945,52
2966900,mypage_consider,2,44,172
2965850,search_other,4,14635,316
2965848,search_multi,3,22481,950
2965744,register,1,566,363
2965430,search_multi,2,15729,63
2975246,else,7,15223,262976
2979967,else,2,5640,467
2995221,mypage_consider,1,283,43
2992152,detail,1,1365,42
2992496,detail,3,11399,41
2987807,register,2,732,27
2984968,mypage_scout,2,3025,86
2983580,search_user,5,22586,157
2980977,detail,2,8096,37
2980083,register,1,0,7
2979829,else,2,2979,60
2978372,entry,1,365,1
2975188,else,2,200,27
2973746,search_user,5,42141,163
2972190,mypage_scout,3,3964,49
2972306,search_other,4,20707,448
2970460,search_user,6,28588,175
2968769,edit_resume,3,8058,62
2966573,else,1,1727,10
2965586,mypage_consider,2,1302,177
2965609,else,1,7081,1035
2965421,register,2,790,35
2964971,search_multi,2,2209,2077
2998895,mypage_index,1,1121,70
2995469,search_user,5,36257,392
2995410,login,1,83,123
2992728,register,1,599,55
2991426,mypage_scout,4,4854,83
2989193,else,1,1540,42
2988316,search_multi,2,192,1131
2992479,search_other,3,13718,1435
2982671,search_other,1,9088,70
2981517,search_user,1,5537,5
2979878,search_multi,1,714,1347
2979550,search_other,1,7800,100
2976555,mypage_scout,2,1314,22
2976780,register,2,510,67
2975841,search_other,4,14512,58
2974522,search_user,2,2269,13
2972652,register,1,706,44
2971657,detail,2,12997,99
2976471,search_city,3,12620,50
2969828,entry,1,1547,52
2970373,register,1,687,14
2970267,login,1,41,576
2968522,mypage_index,1,27,70
2967337,detail,3,11042,533
2967629,search_other,2,22646,41
2967511,search_user,3,17187,57
2967433,register,2,600,101
2965696,mypage_index,2,1205,185
2975688,register,3,864,75
2999047,search_city,1,2110,17
2991601,detail,3,8664,76
2997914,detail,29,125277,2411
2994715,detail,24,126993,3304
2996302,else,4,2315,2938
2995379,register,1,13,128
2995038,search_user,15,116481,1062
2994804,search_other,3,1203,565
2991698,detail,57,362998,8896
2991195,search_user,3,12903,261
2988974,search_multi,4,27432,7798
2988487,search_user,17,123473,2663
2988200,search_user,8,64943,873
2986796,edit_resume,23,71819,5664
2986883,mypage_index,1,0,104
2986197,search_user,8,57000,584
2984824,detail,1,5126,15
2983440,else,18,9918,9232
2981788,else,19,42269,155796
2981252,else,3,3970,133
2980676,detail,3,8500,120
2979436,register,1,0,165
2977863,detail,34,237276,970
2979069,search_user,5,21792,78
2979000,detail,15,61280,543
2978993,register,2,744,2730
2978477,search_other,2,4895,4075
2977553,else,15,23565,445
2977033,detail,10,31470,549
2976041,else,1,869,563
2975456,search_user,14,57682,563
2975513,else,11,4563,234
2974813,search_user,6,22772,98
2974308,search_user,2,10887,45
2973816,register,2,869,28
2972859,detail,4,20343,480
2972519,detail,28,197892,1118
2972315,edit_resume,1,1169,6
2971472,detail,45,203862,6529
2971510,entry,1,1318,6
2970314,detail,21,69580,1500
2970795,detail,15,35128,1029
2970902,register,2,826,13
2970648,search_multi,3,19945,1527
2970461,search_user,2,17767,37
2970186,search_multi,7,59310,1119
2970069,register,2,1119,38
2968901,search_multi,4,26625,126
2968119,detail,18,53148,222
2965868,detail,3,11713,389
2966565,search_other,7,25373,1627
2966509,mypage_index,3,1748,206
2966187,search_other,1,343,14
2966052,search_other,2,10510,11
2966011,edit_hope,4,2685,159
2965398,else,25,39909,4325
2965653,detail,6,23765,348
2965306,search_other,1,804,41
2968011,search_multi,16,112492,32165
2971110,else,9,15171,40566
2994675,search_user,34,189248,16400
2979190,search_multi,21,196560,186438
2980189,search_other,1,412,374010
3001236,detail,8,15716,548
2997528,mypage_scout,9,9807,346
2998880,search_other,1,569,39
2997063,else,26,33502,4762
2994438,else,36,18800,2877
2995360,search_other,1,0,128
2990976,search_multi,3,778,2387
2988473,search_user,1,0,36
2987195,search_user,15,89494,694
2986291,detail,3,11493,79
2985475,search_user,11,34208,4989
2983542,search_other,3,11449,135
2981539,search_user,4,31807,387
2979659,detail,8,46476,179
2980576,register,1,0,98
2979354,mypage_index,3,1262,80
2978663,search_city,1,7121,32
2977779,detail,24,129760,1148
2978301,register,2,857,26
2977508,else,8,11270,214
2977785,else,3,4085,32
2977013,login,6,521,93
2977618,search_user,3,2297,78
2977095,search_user,12,38339,596
2977020,register,1,826,131
2975846,detail,26,106894,1070
2976503,search_user,10,62130,279
2975929,search_user,1,0,280
