member_id,page_type,hit,trajectory,stay
2995978,search_other,3,1510,48825
3000937,else,1,0,63
3000448,entry,1,1945,33
2999899,search_other,1,9124,1127
2998336,register,1,62,30
2985721,mypage_index,1,71,105
2981834,edit_hope,2,70,15
2980416,search_other,2,3076,536
2979186,else,1,939,4
2976102,register,1,904,27
2975926,register,1,681,9
2975896,detail,4,10692,98
2974748,search_other,1,4993,24
2974578,search_pref,1,876,8
2970416,search_user,2,4582,20
2970293,search_multi,1,5728,3
2968181,entry,1,1301,17
2966842,else,1,770,188
2965797,else,1,735,6
2965555,login,1,109,13
2995939,search_user,1,15816,45
2988811,search_user,2,3104,107
2986796,register,1,0,194
2985930,edit_hope,1,0,164
2985406,search_user,1,8942,124
2984880,search_other,1,2866,105
2984815,search_user,2,12063,115
2983801,detail,2,11351,39
2979177,search_user,2,4540,80
2970340,mypage_index,2,0,43
2967569,detail,1,7266,50
2977173,register,1,138,25
2971748,entry,1,1364,38
2969243,register,2,647,138
2969142,else,1,1384,31
2966851,else,1,418,18
2965801,else,1,0,7
2998288,search_city,1,4419,74485
3000327,mypage_scout,1,0,63
2991698,mypage_scout,2,4766,72
2989110,search_other,1,8021,8
2987691,login,1,78,9
2982484,search_other,1,2538,635
2981524,search_multi,1,352,36
2976481,register,1,465,6
2976161,edit_scout,1,339,14
2974691,register,1,239,46
2969685,else,2,219,46
2967254,detail,2,2850,37
2966462,search_other,1,3772,506
2990288,search_multi,1,8713,118
2988864,detail,1,8019,14
2974715,search_other,2,779,79
2973551,detail,1,2597,156
2972350,detail,2,22683,488
2969347,search_user,1,161,21
2969186,edit_scout,1,338,8
2967738,register,1,860,36
2966899,mypage_index,2,144,32
2999368,mypage_consider,1,1376,11
2995410,mypage_index,1,1761,16
2994974,search_user,1,4269,80
2981899,register,1,0,42
2977581,register,1,449,23
2976843,mypage_index,1,21,61
2976755,mypage_index,1,1477,4
2968327,register,1,517,25
2967334,search_other,1,9866,321
2985638,search_other,1,7500,17
2982707,search_multi,1,5624,3817
2973345,login,2,149,65
2969116,register,1,1205,34
2984105,search_hello,2,761,672615
2992303,detail,1,10673,32
2986804,search_multi,1,8501,54
2984927,register,1,0,111
2980287,register,1,0,1038
2978916,edit_resume,2,2094,62
2978211,register,1,0,208
2976992,search_pref,1,6808,10
2976488,register,1,497,19
2975124,register,1,531,24
2974645,mypage_index,1,937,58
2970850,detail,1,1403,52
2969452,mypage_index,1,546,18
2967857,detail,1,2489,16
2966542,search_pref,1,4059,10
2965985,else,1,1257,133
2996981,else,1,317,1361
3001448,register,1,428,15
2995478,search_city,3,11065,4113
2993908,search_multi,1,5806,1517
2994334,mypage_scout,1,0,119
2993821,search_user,4,31976,124
2992146,search_multi,5,30383,113
2986203,detail,1,672,14
2985084,mypage_scout,1,140,23
2985015,register,1,0,137
2981787,search_city,1,9793,42
2980040,detail,2,8470,192
2978448,search_multi,6,26405,301
2977772,search_multi,2,2291,170
2975627,register,4,1214,81
2975188,register,3,1034,40
2972894,mypage_index,3,4503,48
2974159,search_multi,1,2624,64
2969427,search_other,2,155,3106
2969203,search_user,2,17459,71
2969125,detail,5,17924,353
2969045,detail,7,32347,242
2966429,search_other,1,3768,358
2965751,mypage_index,3,2082,212
2965104,search_multi,2,1156,1191
2999296,else,2,1996,33
2998808,search_multi,1,296,1485
2997376,mypage_index,2,847,101
2991073,search_other,1,3942,353
2986693,register,1,0,40
2985885,mypage_index,3,5298,105
2984317,mypage_index,2,859,149
2981982,mypage_scout,3,3393,194
2980432,entry,2,4131,207
2978833,search_other,2,3847,462
2978459,search_user,1,2084,26
2978404,search_other,1,4560,24
2976384,search_other,1,4223,65
2975359,register,1,497,11
2975171,search_user,1,2263,74
2965438,register,1,987,18
2965742,register,2,937,78
2998048,search_city,3,18982,5398
2999011,register,1,788,44
2995081,else,1,302,28
2991029,edit_hope,2,663,45
2984150,mypage_index,1,1695,82
2981215,else,5,3838,1276
2978048,detail,1,737,9
2976525,search_pref,1,0,48
2971433,edit_scout,2,1300,40
2970365,detail,3,21657,107
2967536,search_other,2,3681,40
2966279,search_city,1,2644,9
2966009,search_other,2,3618,129
2988939,search_other,1,637,758
2973833,detail,8,53753,36537
2971191,search_hello,1,2430,253786
2997015,register,2,1132,149
2995159,detail,2,755,88
2990976,detail,1,8901,15
2985671,login,1,0,18
2979940,search_other,3,16231,110
2976751,search_other,2,5715,41
2976481,search_pref,1,10271,9
2974900,register,2,826,20
2973423,mypage_scout,1,0,124
2973458,else,1,506,43
2967585,detail,3,18371,66
2966146,mypage_index,1,249,3
2966069,search_user,2,4522,92
2965048,search_multi,1,664,220
2979534,search_multi,1,7643,3680
2997630,detail,1,36,817
2993205,mypage_consider,1,0,96
2990549,register,1,0,94
2981706,search_multi,1,1161,5
2980659,detail,2,5036,96
2977491,detail,2,2185,198
2976646,search_pref,1,380,60
2975624,mypage_scout,2,1954,149
2974813,register,2,1029,28
2970197,register,1,834,3
2969624,detail,3,28023,101
2968634,search_user,2,2072,16
2966419,search_multi,3,1778,11386
2967961,search_other,2,15781,7777
2979924,search_multi,1,2891,23
2981482,register,3,701,144
2977143,search_other,2,9475,64
2975692,search_user,4,22862,217
2975450,search_other,2,1604,45
2974688,mypage_index,1,0,7
2972556,else,1,3378,29
2970828,else,2,81,22
2969541,register,1,0,10
2967237,entry,1,2026,13
2967277,mypage_index,2,0,78
2966356,search_user,2,18878,92
2965671,search_user,2,3328,415
2965616,search_multi,4,21933,12739
2965281,search_user,3,22681,179
2964995,detail,1,676,196
2999051,search_user,1,265,148
2992086,mypage_index,1,0,12
2988706,search_pref,1,1979,84
2984530,search_other,1,214,528
2984138,entry,4,7593,331
2980799,register,2,590,27
2980333,search_other,2,18178,26
2979537,search_other,1,372,2
2979017,search_other,1,934,6
2974165,register,1,603,4
2973239,mypage_index,2,1595,100
2969326,detail,2,8713,35
2968541,register,1,317,74
2966876,search_user,1,0,33
2965918,else,1,1579,12
2999597,mypage_index,1,577,11
2999397,register,1,832,1
2992207,mypage_scout,1,2611,13
2987807,search_other,1,10077,44
2980235,register,1,645,97
2999113,search_other,3,13485,110
2971784,search_user,2,318,52
2969405,edit_resume,1,2485,17
2966261,register,1,790,26
2966084,search_other,1,3448,52
2965821,register,1,377,40
2993017,search_other,1,6246,879
2992477,detail,1,3267,11
2991517,mypage_index,2,1132,4029
2984138,mypage_index,1,1500,55
2984438,search_user,2,8633,103
2982935,search_other,1,9654,2658
2979230,register,1,587,22
2978206,search_user,1,0,110
2975497,search_multi,1,674,14
2974205,search_user,2,15674,117
2967179,search_other,2,8809,31
2966386,search_other,2,9810,102
3000854,else,2,1794,13
2991499,else,1,1650,252
2990896,search_pref,1,404,13
2987728,detail,3,19698,384
2986062,mypage_index,1,0,10
2983523,search_other,1,4784,164
2983011,edit_hope,1,377,128
2982472,register,1,412,66
2980120,search_multi,2,12961,117
2979244,register,1,189,20
2979051,mypage_index,3,902,49
2971191,register,1,575,108
2970932,register,1,865,22
2969252,search_other,1,4652,126
2967987,search_multi,1,2749,225
2967153,else,1,511,49
2966895,edit_hope,1,280,28
2965777,register,2,337,86
2965549,search_other,2,20498,1487
2965387,register,2,625,132
2998067,edit_hope,1,134,12
2988811,mypage_scout,1,0,36
2988774,edit_hope,1,40,14
2976093,search_multi,1,0,104
2976095,else,2,1070,26
2974598,search_other,1,10049,1081
2976539,login,3,132,354
2976208,login,5,477,62
2975139,detail,2,8847,361
2974691,search_multi,2,13183,113
2973250,detail,5,16530,160
2972865,search_user,2,4600,909
2971472,entry,1,2410,31
2968833,else,2,3301,46
2967114,mypage_index,2,1340,41
2965096,search_multi,1,946,961
2988908,detail,3,6643,9675
2965287,search_other,4,22571,223366
3001347,search_pref,1,124,26
2994759,register,1,392,92
2987672,mypage_index,10,3780,1821
2985927,search_user,6,31216,320
2984438,login,2,44,189
2984074,search_other,1,10066,2604
2983806,register,2,566,17
2981489,mypage_index,1,1010,398
2975703,search_other,1,4396,474
2975315,search_multi,2,1083,32
2974016,search_pref,1,690,144
2972965,search_user,2,10311,66
2971346,detail,3,13314,165
2970117,search_pref,1,3709,10
2967705,search_multi,1,340,256
2966355,else,1,180,8
2965698,search_other,2,12889,714
2965432,detail,3,7726,266
3000168,entry,1,1452,81
2998119,edit_resume,3,11475,42
2996713,else,1,397,13
2993669,search_other,3,24984,619
2985039,detail,1,7693,16
2983293,login,1,41,194
2981176,search_other,2,1433,1391
2980692,mypage_index,4,2798,209
2980371,register,1,0,42
2980303,register,2,1302,365
2980260,search_other,1,9499,701
2975523,register,3,741,46
2973661,mypage_index,1,1155,46
2974227,entry,1,1733,73
2974159,detail,1,0,73
2972051,search_multi,2,10298,106
2970642,search_user,1,8528,64
2969777,search_user,7,34432,709
2968202,search_other,2,4567,50
2968015,register,1,360,16
2967741,search_multi,1,9166,40
2965845,register,1,0,452
2965463,mypage_scout,6,4783,350
2965141,register,1,500,14
3000841,search_multi,2,660,708
3000020,else,2,6080,1922
2999906,search_other,1,295,93
2995431,search_other,1,153,603
2992536,search_other,1,7883,127
2990429,login,3,237,81
2984487,mypage_index,1,675,98
2979586,mypage_index,1,205,62
2977788,search_multi,2,7529,61
2972349,register,3,363,121
2971844,search_other,1,1128,453
2970415,search_multi,3,27686,165
2969281,search_user,1,0,133
2968597,register,1,572,14
2968286,detail,3,3164,12
2966018,edit_hope,1,42,18
2999502,entry,2,2002,334
2995702,else,2,3184,373
2994315,search_other,2,352,11
2992847,search_other,2,19687,640
2992144,login,2,86,35
2990945,search_other,1,145,775
2982136,search_user,3,20291,125
2978872,register,1,561,19
2977553,mypage_consider,1,923,17
2977600,entry,1,2044,9
2977200,search_other,2,10188,67
2975436,else,2,4100,25
2974185,register,1,599,1
2971497,detail,5,24734,175
2969246,search_other,1,1288,55
2967612,mypage_index,4,6191,78
2966928,search_other,2,1113,14
2966205,detail,1,4670,7
2965760,search_multi,1,4946,959
2965368,register,1,671,8
2965113,search_multi,1,305,15
2981822,register,3,416,436
3000860,register,1,404,35
2998336,login,1,70,7164
2987929,register,1,0,4936
2982973,mypage_index,4,1999,161
2980728,register,1,0,5
2978501,detail,1,182,16
2978196,search_user,1,652,1
2975225,search_other,2,3448,491
2973468,detail,2,126,65
2970586,register,1,865,123
2969397,detail,5,7068,263
2967220,search_other,2,1124,17
2966623,search_user,1,2148,29
2966503,search_multi,1,8445,19
2969625,search_other,3,28718,550
2994808,search_user,2,12557,110
2993665,search_other,1,732,11
2988710,login,1,97,9
2984878,search_user,1,4343,115
2983030,search_user,3,5143,201
2980808,search_other,1,94,464
2980692,search_other,3,11465,209343
2980329,mypage_scout,1,1345,74
2977328,register,2,654,29
2974548,search_multi,1,1443,48
2972519,else,1,1823,30
2972761,else,4,6910,231
2972079,search_other,1,215,41
2971436,search_other,1,215,31
2967878,else,3,3467,53
2966568,else,2,2139,62
2966565,register,2,0,28
2966162,search_multi,2,23000,714
3001240,register,1,684,14
2991941,register,1,789,29
2991783,search_user,1,5933,100
2990741,search_other,2,388,248
2985721,detail,3,11771,58
2980030,register,1,0,405
2977252,detail,6,7705,203
2976307,mypage_index,1,0,8
2977130,register,3,813,31
2973577,register,1,317,2
2971830,entry,5,6800,187
2967105,register,2,722,8
2965874,search_other,4,9017,152406
2965918,register,2,275,105
2965737,mypage_scout,1,1882,12
2965259,search_user,1,2144,55
3000788,search_multi,1,551,340
2997565,register,1,200,2457
2995308,mypage_index,3,1160,192
2991392,login,2,92,43
2979271,entry,2,2160,115
2974266,mypage_index,2,1418,14
2973354,edit_resume,1,2344,2
2972293,search_other,2,6893,117
2969917,search_other,2,2219,49
2966873,mypage_index,1,873,236
2966462,register,1,295,150
2965135,register,1,465,1584
2996940,login,1,0,58
2985592,register,1,0,94
2984778,register,1,0,131
2983476,else,3,6477,86
2983174,register,1,0,307
2982911,search_other,1,9505,10
2980808,mypage_index,1,106,27
2978884,search_user,3,0,79
2978547,search_user,3,7364,190
2974431,search_multi,1,1056,10
2974048,entry,4,3571,456
2971965,search_user,1,1462,29
2971721,search_multi,2,18254,14
2968799,register,1,507,7
2965706,entry,1,2073,5
2978032,edit_hope,1,145,23
2977553,search_user,3,17693,188
2974238,search_multi,1,3455,29
2973856,register,2,288,25
2968294,detail,2,16998,55
2966007,mypage_index,3,835,165
2999764,register,1,624,105
2997141,search_other,1,3500,249
2994334,search_other,4,17006,3029
2990070,register,1,0,154
2979304,edit_resume,1,0,10
2980281,search_other,1,5842,15
2979475,register,1,160,0
2977118,detail,2,32,146
2975971,search_multi,2,3202,25
2970880,else,4,1083,132
2972149,entry,3,2380,77
2971542,entry,1,1412,97
2971572,entry,1,2989,11
2967805,detail,1,5016,7
2967397,detail,1,3137,23
2965281,register,2,1182,232
2994655,search_pref,1,77,1447
2991642,search_user,2,3842,90
2980692,login,3,295,423
2981260,mypage_index,1,739,8
2980875,register,1,160,14
2976916,register,2,739,30
2974908,search_other,1,1260,40
2966413,search_multi,1,422,173
2996750,search_other,1,2424,15
2994189,search_other,1,8386,6282
2993993,search_multi,1,189,350
2991681,search_pref,1,5857,19
2982601,register,1,684,39
2982394,entry,1,1944,8
2980521,search_user,2,7698,60
2980517,register,1,0,19
2977414,search_other,4,25897,96
2974525,mypage_index,1,138,59
2971542,search_pref,2,130,4
2972372,register,1,343,55
2968460,mypage_index,1,1773,19
2967689,search_user,1,3490,20
2966503,edit_resume,1,0,7
2965976,entry,1,267,7
2965682,register,1,585,14
2995292,mypage_consider,1,136,41
2987056,register,3,464,82
2983907,else,3,1800,90
2982973,search_user,1,9101,31
2982798,search_city,2,1700,695
2982642,search_user,1,2231,35
2979141,entry,1,46,25
2979087,detail,1,0,5
2977780,search_pref,1,1964,60
2976101,detail,1,2391,6
2974989,else,1,2171,51
2974242,search_multi,1,9498,35
2972069,register,1,728,1
2969166,mypage_index,1,545,30
2968714,mypage_scout,1,1705,18
2966305,search_user,2,4055,39
3000707,register,1,568,54
2994209,register,1,449,63
2991954,register,1,792,33
2988908,edit_hope,1,0,153
2981952,mypage_consider,1,1513,47
2977744,login,1,26,191
2977795,register,1,827,25
2972577,search_multi,3,486,117
2969203,register,2,622,62
2966906,search_other,1,720,13
2966328,search_other,2,12439,329
2965530,mypage_index,1,0,132
2998336,else,2,2117,19
2991765,register,1,0,350
2991499,detail,2,49,322
2987593,detail,2,2228,29884
2981435,detail,1,5041,17
2977919,mypage_index,4,4315,168
2976045,register,1,412,18
2975906,search_multi,1,1240,69
2974525,search_other,1,8118,3
2971043,register,1,293,10
2969993,edit_resume,1,1299,31
2967384,detail,1,898,288
2965235,search_other,1,3186,81
2965204,register,1,409,36
2964923,register,1,301,12
2967680,register,1,158,57
2977486,search_hello,1,1060,7657
2998268,register,1,1039,98
2989821,search_other,1,9120,82
2982860,search_pref,2,11147,920
2976466,register,1,830,1
2971809,search_user,1,5497,18
2970195,mypage_scout,2,1728,86
2968769,search_multi,1,658,80
2965881,register,1,100,42
2994209,edit_resume,1,2464,18
2988107,search_other,1,9316,73
2987027,mypage_scout,2,2041,107
2978146,detail,1,2600,18
2976028,register,1,515,39
2974340,register,2,1034,57
2974299,entry,1,3711,0
2974008,search_user,1,1230,3
2972245,detail,1,6613,183
2965694,register,1,865,33
2987699,search_other,1,10817,24
2984936,register,1,0,63
2983789,else,1,425,11
2978191,search_other,3,22801,885
2976378,search_other,1,1721,7
2974602,detail,1,2338,31
2972756,mypage_index,1,0,111
2970809,search_multi,1,10258,148
2979429,search_other,1,9442,658
2969531,search_other,1,3163,480
2965413,register,1,633,21
2965015,search_multi,2,334,1156
2985741,search_pref,1,11306,13
2981706,search_city,1,430,127
2979999,mypage_index,1,734,8
2979315,detail,1,7208,2
2979209,entry,1,1905,141
2977579,mypage_scout,1,0,60
2973661,login,1,41,66
2973756,register,1,682,285
2965696,detail,2,3989,51
2965626,else,1,1905,62
2999656,detail,1,3079,158
2988189,register,1,317,28
2985838,search_other,1,293,1259
2982422,register,2,970,65
2982068,search_user,1,965,40
2976913,register,1,633,15
2975028,search_other,1,196,405
2974761,mypage_consider,1,321,43
2976306,search_user,1,735,39
2973289,mypage_index,1,0,1
2971349,else,1,663,13
2969624,search_other,1,9811,13
2968796,search_other,2,684,36
2967070,register,1,585,20
2966300,login,1,13,7
2996743,search_pref,1,9391,18
2990429,register,1,160,209
2988068,register,1,0,129
2987981,register,1,839,17
2979881,register,1,0,134
2979558,else,1,0,8
2979052,search_pref,1,466,10
2974749,register,1,599,7
2970603,register,1,588,56
2965671,register,1,351,40
2990903,else,1,133,12
2980998,else,2,5261,91
2976923,edit_hope,1,70,10
2969567,login,1,81,15
2969129,search_user,1,1105,118
2966860,mypage_consider,2,2112,37
3000864,mypage_index,1,131,90
2999326,else,1,519,5
2983735,search_other,1,0,21
2978020,mypage_scout,1,513,5
2971606,register,1,553,4
2971137,else,1,173,68
2969764,search_city,1,17494,1903
2969301,detail,1,3025,92
2966264,search_other,1,2033,16
2966136,edit_hope,3,2930,256
2966011,detail,1,434,16
3000053,mypage_index,1,0,90
2999145,register,1,0,18
2998580,search_other,1,461,5645
2998038,login,1,49,28
2997792,search_other,6,22219,553
2995876,login,1,103,49
2995484,register,1,709,12
2995168,detail,1,9298,11
2991824,register,2,232,86
2988451,detail,4,15153,67
2985406,mypage_index,1,963,21
2984776,detail,2,1502,131
2984602,detail,2,11529,287
2979585,mypage_scout,1,1434,55
2979271,else,7,13513,817
2979177,search_other,2,6840,298
2978041,search_user,1,1671,12
2977631,search_multi,2,300,117
2978111,search_other,5,4598,1335
2973154,login,2,110,33
2971589,detail,2,7201,17
2969373,mypage_index,1,693,63
2968151,else,3,10225,32
2967950,detail,1,0,9
2967677,search_user,3,17832,31
2966625,mypage_consider,2,0,242
2966739,else,6,2179,192
2999113,search_user,2,1806,63
2996108,register,1,258,44
2994096,mypage_index,3,2629,154
2992536,entry,1,215,32
2992377,search_other,2,539,337
2992207,search_other,1,8076,247
2991029,else,5,3378,646
2991472,login,2,162,63
2984136,detail,4,3984,368
2981088,detail,2,1956,27
2980492,mypage_index,2,72,139
2979878,entry,1,708,72
2978349,register,1,0,85
2977943,search_user,2,3136,73
2976939,edit_resume,1,3409,19
2975751,login,1,74,20
2974398,search_user,2,7682,62
2974205,search_multi,1,2414,1
2970120,search_user,2,1864,133
2969178,else,6,3580,300
2966146,else,2,1338,64
2965721,search_pref,1,11,17
2999904,search_user,3,12388,47
2998446,mypage_index,5,6606,239
2988665,search_user,1,750,60
2982379,search_user,1,2150,39
2980468,detail,3,14711,98
2980349,mypage_index,1,1645,57
2980076,else,3,1416,256
2978076,register,1,675,1
2977974,mypage_index,1,1326,35
2976988,detail,6,25957,644
2976318,search_user,1,1760,6
2975724,mypage_index,2,1068,96
2973648,detail,1,2788,35
2972478,detail,2,291,87
2971368,search_user,2,7152,4
2969212,register,2,561,19
2968386,register,2,1962,111
2968237,detail,1,0,18
2966007,search_user,5,33987,395
2965724,entry,6,10619,624
2965718,detail,2,14131,165
2975460,search_hello,1,321,17415
2999696,detail,2,15953,1807
2990992,register,1,258,267
2990051,login,1,47,77
2988467,register,1,317,54
2985475,edit_hope,2,0,8823
2980826,login,1,0,16
2979121,search_multi,4,787,98
2975447,edit_hope,3,1604,40
2976586,search_other,1,651,25
2975738,search_user,4,29617,80
2973843,detail,6,13710,329
2971572,search_user,1,1638,41
2971118,mypage_index,1,2062,9
2969917,mypage_index,3,1133,31
2966619,else,1,1195,4
2965899,detail,2,29543,135
2965772,search_other,1,10184,124
2965698,search_user,1,1995,324
2978058,search_multi,1,294,2325
2975973,register,2,607,175
2993616,register,1,122,6
2989820,else,3,495,2595
2982774,register,1,0,489
2979588,mypage_index,2,794,71
2977363,mypage_index,2,2314,53
2975841,register,3,1129,56
2975741,else,1,1549,6
2975246,mypage_index,2,1088,87
2980729,search_other,4,18979,56
2974004,register,2,1061,48
2971602,search_multi,4,1056,32
2971455,search_other,2,861,181
2971305,login,2,212,43
2970603,search_multi,1,6045,750
2968184,edit_hope,1,0,12
2965831,search_user,1,600,2
2965450,search_pref,1,188,8
2990576,search_other,1,3932,927
2987997,search_user,2,20351,67
2987145,search_multi,2,6163,531
2982864,detail,1,385,7
2981517,detail,4,8822,59
2981597,mypage_index,3,1485,40
2978812,else,1,20401,99
2979313,search_user,2,5423,113
2978349,else,5,9839,147
2977193,register,2,793,4
2976657,register,1,1014,15
2972774,search_multi,1,807,105
2972053,register,2,596,39
2970420,edit_hope,1,167,2
2965380,register,1,679,58
2965225,search_user,2,2892,43
3001156,edit_hope,1,70,111
2997146,else,1,0,2804
2996711,register,1,742,4
2990736,search_multi,1,225,164
2989177,search_user,3,11100,141
2987983,register,1,0,122
2985496,register,1,0,272
2982401,detail,1,202,14
2979228,search_user,2,10578,25
2978956,search_other,2,9512,118
2977291,entry,1,1913,23
2977438,search_user,1,0,46
2975374,register,1,572,17
2969153,mypage_scout,1,2177,37
2968870,search_other,1,583,51
2968145,register,1,633,33
2966519,register,1,266,29
2965970,mypage_scout,2,2528,58
2965594,detail,2,18528,369
2973388,search_hello,1,1256,49977
2991426,search_user,4,16211,375
2983293,search_multi,2,1943,7733
2980329,register,1,934,39
2978916,mypage_scout,1,0,19
2977113,register,1,675,9
2976819,entry,1,1495,18
2975446,register,1,271,3
2975533,search_other,4,19558,77
2972761,register,1,456,119
2971055,search_multi,1,842,2
2970040,detail,4,14630,341
2969392,search_other,3,3551,77
2968504,search_other,1,1609,1150
2966036,detail,3,10567,134
2965685,register,2,771,63
2965541,detail,1,5553,178
2965324,detail,3,3183,183
2965178,detail,2,8116,136
2965036,entry,1,1893,85
2966313,mypage_index,1,494,12
2966114,search_other,5,18222,1173
2966075,detail,2,3255,56
2964933,register,1,215,49
2980241,search_other,2,8204,6562
2967808,else,31,43126,14637
2982635,else,25,45677,269962
2999128,detail,4,14051,209
2997295,search_other,2,5405,5259
2993788,register,1,840,18
2990903,login,2,162,250
2988324,detail,12,27984,739
2987595,search_user,15,49117,855
2985537,entry,4,9496,555
2983286,detail,6,33642,133
2982084,else,5,2918,3332
2979398,mypage_index,2,565,88
2977803,detail,5,28016,341
2977491,search_user,8,35794,628
2976886,login,3,142,170
2977331,register,1,296,43
2974990,edit_resume,3,3906,42
2975090,detail,8,19707,353
2974090,entry,11,22798,380
2972800,search_user,2,23000,343
2969887,login,1,123,1256
2969452,search_other,1,7108,31
2967413,detail,9,44046,739
2968769,register,2,657,42
2968348,detail,2,2013,35
2968327,detail,2,715,58
2982894,detail,24,90185,9092
2965205,search_user,6,30926,392
2971199,register,2,43,61
2971497,search_other,8,11831,1178833
2998002,search_user,5,17073,244
2997578,search_pref,1,3677,11
2997376,register,1,362,5
2996729,entry,3,7311,53
2994651,search_other,1,143,10690
2991707,else,1,0,126
2991611,search_other,1,0,49
2988631,else,1,890,284
2986371,search_multi,2,3740,1625
2985422,search_user,3,33120,176
2984211,detail,10,14863,497
2983429,else,7,9941,1418
2981069,edit_hope,1,161,112
2979581,login,1,66,76
2978650,login,1,126,60
2976155,mypage_index,3,1514,121
2975806,search_user,3,10842,34
2975421,entry,1,2059,13
2974099,search_other,3,31405,172
2983414,search_user,4,27541,123
2973264,search_user,2,8250,18
2969776,mypage_consider,5,5288,108
2968796,search_pref,1,508,12
2968740,search_user,4,21699,115
2967006,register,2,957,72
2966922,search_other,1,1788,43
2966280,register,2,699,225
2965848,login,1,0,18
2965104,detail,1,8286,20
2978547,search_hello,2,8831,451
2992920,search_hello,4,8583,72559
2997528,else,1,996,20
2998447,detail,4,14357,247
2993758,search_user,3,13966,181
2992295,search_other,1,733,1056
2991831,search_user,9,72439,490
2983317,else,3,15621,7259
2981547,detail,3,6785,139
2978663,detail,8,56885,471
2977143,else,1,11789,143
2977338,entry,6,11116,153
2976603,search_other,3,20568,972
2976452,register,1,899,10
2975190,login,2,202,136
2974653,detail,10,50211,221
2974086,detail,5,12413,79
2969396,detail,7,44178,125
2969388,register,1,600,7
2968872,detail,5,9482,312
2969107,search_pref,3,3277,61
2968125,else,12,9651,404
2998918,search_other,1,9884,181
2995416,search_user,4,22996,139
2994544,detail,9,39139,655
2993728,detail,2,5742,221
2992594,else,2,43,28
2992445,mypage_index,8,5369,477
2987119,edit_resume,2,1766,6935
2987169,mypage_index,1,2184,7
2983637,search_pref,1,8733,45
2983078,search_other,3,14672,1273
2981597,entry,4,5061,97
2980552,else,2,9015,69
2979998,detail,2,19563,17
2977797,search_other,2,292,94
2977719,search_city,2,24166,16
2977063,else,9,19845,460
2974884,mypage_scout,3,3380,45
2985741,search_other,2,5846,247
2972903,edit_hope,2,2446,93
2973586,mypage_index,2,3185,33
2972718,search_other,1,10550,310
2971085,detail,3,27392,143
2972390,register,1,57,37
2971922,entry,4,5534,251
2971445,detail,3,10267,295
2966646,search_user,2,3828,60
2965772,mypage_index,2,1005,80
2965464,search_city,1,0,11
2965915,else,2,13837,469
2995978,detail,4,3149,1050
3001073,search_other,1,9473,88
3000695,search_user,1,9797,2
2998584,else,5,21798,3143
2990185,mypage_index,2,502,120
2988500,search_other,2,20093,654
2986393,search_other,2,7259,184
2986394,login,2,327,887
2984752,detail,4,1024,393
2979872,search_user,1,1344,45
2978417,entry,2,1396,24
2978402,else,3,10820,73
2977655,detail,5,21429,233
2976652,else,8,10774,305
2976521,register,3,353,272
2975600,else,2,761,62
2975534,register,2,883,27
2973796,else,1,1300,6
2973662,search_user,3,24626,49
2972574,detail,2,4733,307
2967536,else,1,811,10
2966109,search_multi,3,4760,350
2965778,mypage_scout,8,11508,767
2965226,entry,2,798,189
2965142,search_user,1,5688,66
2988351,search_other,2,8640,34287
2999949,detail,2,4704,46
2999397,edit_hope,2,93,148
2998923,detail,4,7543,241
2996743,mypage_index,1,1674,155
2995221,detail,11,18402,50314
2995972,detail,3,6395,350
2995792,detail,3,2195,210
2993922,search_user,14,103280,1853
2990443,mypage_consider,1,0,8
2990051,else,7,3386,427
2988665,else,2,14297,1083
2988526,detail,2,11398,417
2987691,entry,1,202,116
2986390,register,1,0,134
2986373,login,1,66,46
2985501,register,1,160,75
2980341,search_other,2,11372,582
2979193,detail,1,2281,6
2979009,register,1,843,16
2977717,else,1,1413,10
2975896,register,2,787,66
2975445,detail,7,37109,384
2972470,search_user,3,5690,125
2970244,detail,1,11283,104
2968983,search_multi,1,2640,31
2975450,search_multi,1,9882,756
2967716,detail,10,33157,335
2967826,mypage_index,1,362,20
2967394,edit_resume,3,4893,225
2966232,detail,2,5502,185
2965721,search_user,4,23141,260
2977785,mypage_index,1,1935,61
2976512,search_city,1,1483,59
2976153,detail,1,8583,86
2974645,search_other,2,4884,27
2969214,mypage_index,1,0,32
2980704,search_multi,3,12027,182
2967684,mypage_index,1,910,30
2967352,search_other,1,16960,133
2999451,else,1,220,12
2993336,detail,3,6408,3397
2993245,search_pref,2,12882,26
2991113,register,1,587,17
2989105,detail,2,13588,7
2988224,detail,1,0,115
2986062,login,1,123,26
2984066,mypage_index,1,0,107
2980612,mypage_index,1,380,13
2980142,mypage_index,1,2388,53
2978624,else,5,4034,260
2976434,edit_resume,1,1376,28
2976329,else,3,2520,43
2976141,search_multi,2,4547,450
2975259,search_user,1,0,34
2974420,register,3,1301,41
2972079,search_pref,1,4607,149
2971721,register,1,531,6
2969178,login,2,278,846
2969243,else,1,1553,23
2967805,mypage_scout,1,376,77
2965489,search_other,1,4848,275
2967042,detail,2,2840,9024
2996756,search_other,1,8050,203
2984878,search_multi,1,349,1901
2981844,detail,2,5400,77
2980521,mypage_index,1,863,26
2980444,register,2,592,31
2978588,search_other,2,1222,430
2971110,search_pref,1,0,19
2971091,register,1,669,51
2968985,search_other,1,759,2
2966287,detail,1,875,16
2965051,register,1,698,15
2986016,detail,3,13100,19701
2974431,search_hello,1,431,104115
2989950,search_city,1,1561,26
